interaction_id,timestamp,hotel_id,channel,language,request_type,complexity
INT2025_04_0020,12/04/2025 16:49,hotel_11,email,NO,servce,simple
INT2025_04_0021,13/04/2025 17:18,hotel_04,websit_chat,EN,complaint,complex
INT2025_04_0022,13/04/2025 08:30,hotel_09,facebook,,info,simple
INT2025_04_0023,14/04/2025 09:48,hotel_03,email,NO,check_out,medium
INT2025_04_0024,14/04/2025 11:04,hotel_300,website_chat,EN,booking,simple
INT2025_04_0025,15/04/2025 11:35,hotel_07,instagram,,service_request,complex
INT2025_04_0026,15/04/2025 12:53,hotel_05,websit_chat,NO,spa_reservation,simple
INT2025_04_0027,16/04/2025 14:10,hotel_12,facebook,EN,technical_issue,medium
INT2025_04_0028,16/04/2025 14:45,hotel_08,email,,info,complex
INT2025_04_0029,17/04/2025 15:29,hotel_02,website_chat,NO,booking,simple
INT2025_04_0030,17/04/2025 16:21,hotel_06,instagram,EN,complaint,medium
INT2025_04_0031,18/04/2025 07:46,hotel_99,facebook,NO,check_in,complex
INT2025_04_0032,18/04/2025 09:04,hotel_10,email,,servce,simple
INT2025_04_0033,19/04/2025 09:33,hotel_04,websit_chat,EN,service_request,medium
INT2025_04_0034,19/04/2025 10:51,hotel_13,website_chat,NO,info,simple
INT2025_04_0035,20/04/2025 12:05,hotel_07,instagram,EN,spa_reservation,complex
INT2025_04_0036,20/04/2025 12:38,hotel_05,facebook,,technical_issue,simple
INT2025_04_0037,21/04/2025 13:55,hotel_11,email,NO,booking,medium
INT2025_04_0038,21/04/2025 15:11,hotel_03,website_chat,EN,check_out,complex
INT2025_04_0039,22/04/2025 15:24,hotel_09,websit_chat,,complaint,simple
INT2025_04_0040,22/04/2025 16:39,hotel_06,instagram,NO,info,medium
INT2025_04_0041,23/04/2025 07:28,hotel_02,facebook,EN,servce,complex
INT2025_04_0042,23/04/2025 08:44,hotel_08,email,,booking,simple
INT2025_04_0043,24/04/2025 10:00,hotel_12,website_chat,NO,service_request,medium
INT2025_04_0044,24/04/2025 11:15,hotel_04,websit_chat,EN,spa_reservation,complex
INT2025_04_0045,25/04/2025 11:49,hotel_99,instagram,,technical_issue,simple
INT2025_04_0046,25/04/2025 13:06,hotel_07,facebook,NO,check_in,medium
INT2025_04_0047,26/04/2025 13:40,hotel_05,email,EN,info,complex
INT2025_04_0048,26/04/2025 14:54,hotel_10,website_chat,,complaint,simple
INT2025_04_0049,27/04/2025 16:10,hotel_03,websit_chat,NO,booking,medium
INT2025_04_0050,27/04/2025 16:45,hotel_13,instagram,EN,check_out,complex
INT2025_04_0051,28/04/2025 07:23,hotel_06,facebook,,servce,simple
INT2025_04_0052,28/04/2025 08:39,hotel_11,email,NO,service_request,medium
INT2025_04_0053,29/04/2025 09:55,hotel_09,website_chat,EN,spa_reservation,complex
INT2025_04_0054,29/04/2025 11:10,hotel_02,websit_chat,,technical_issue,simple
INT2025_04_0055,30/04/2025 11:45,hotel_08,instagram,NO,info,medium
INT2025_04_0056,30/04/2025 13:00,hotel_12,facebook,EN,booking,complex
INT2025_04_0057,01/04/2025 14:15,hotel_04,email,,check_in,simple
INT2025_04_0058,01/04/2025 14:50,hotel_07,website_chat,NO,complaint,medium
INT2025_04_0059,02/04/2025 15:35,hotel_05,websit_chat,EN,servce,complex
INT2025_04_0060,02/04/2025 16:20,hotel_99,instagram,,service_request,simple
INT2025_04_0061,03/04/2025 07:39,hotel_10,facebook,NO,spa_reservation,medium
INT2025_04_0062,03/04/2025 08:55,hotel_03,email,EN,technical_issue,complex
INT2025_04_0063,04/04/2025 10:10,hotel_13,website_chat,,info,simple
INT2025_04_0064,04/04/2025 10:45,hotel_06,websit_chat,NO,booking,medium
INT2025_04_0065,05/04/2025 12:00,hotel_11,instagram,EN,check_out,complex
INT2025_04_0066,05/04/2025 13:15,hotel_09,facebook,,complaint,simple
INT2025_04_0067,06/04/2025 13:50,hotel_02,email,NO,servce,medium
INT2025_04_0068,06/04/2025 15:05,hotel_08,website_chat,EN,check_in,complex
INT2025_04_0069,07/04/2025 15:40,hotel_12,websit_chat,,service_request,simple
INT2025_04_0070,07/04/2025 16:55,hotel_04,instagram,NO,spa_reservation,medium
INT2025_04_0071,08/04/2025 07:34,hotel_300,facebook,EN,technical_issue,complex
INT2025_04_0072,08/04/2025 08:50,hotel_05,email,,info,simple
INT2025_04_0073,09/04/2025 10:05,hotel_07,websit_chat,NO,booking,medium
INT2025_04_0074,09/04/2025 10:40,hotel_99,website_chat,EN,complaint,complex
INT2025_04_0075,10/04/2025 11:55,hotel_10,instagram,,check_out,simple
INT2025_04_0076,10/04/2025 13:10,hotel_03,facebook,NO,servce,medium
INT2025_04_0077,11/04/2025 13:45,hotel_13,email,EN,service_request,complex
INT2025_04_0078,11/04/2025 15:00,hotel_06,websit_chat,,spa_reservation,simple
INT2025_04_0079,12/04/2025 16:15,hotel_11,website_chat,NO,technical_issue,medium
INT2025_04_0080,12/04/2025 16:50,hotel_09,instagram,EN,check_in,complex
INT2025_04_0081,13/04/2025 07:25,hotel_02,facebook,,info,simple
INT2025_04_0082,13/04/2025 08:40,hotel_08,email,NO,booking,medium
INT2025_04_0083,14/04/2025 09:55,hotel_12,website_chat,EN,complaint,complex
INT2025_04_0084,14/04/2025 11:10,hotel_04,websit_chat,,check_out,simple
INT2025_04_0085,15/04/2025 11:45,hotel_07,instagram,NO,servce,medium
INT2025_04_0086,15/04/2025 13:00,hotel_05,facebook,EN,service_request,complex
INT2025_04_0087,16/04/2025 14:15,hotel_99,email,,spa_reservation,simple
INT2025_04_0088,16/04/2025 14:50,hotel_10,websit_chat,NO,technical_issue,medium
INT2025_04_0089,17/04/2025 15:35,hotel_03,website_chat,EN,info,complex
INT2025_04_0090,17/04/2025 16:20,hotel_13,instagram,,check_in,simple
INT2025_04_0091,18/04/2025 07:39,hotel_06,facebook,NO,booking,medium
INT2025_04_0092,18/04/2025 08:55,hotel_11,email,EN,complaint,complex
INT2025_04_0093,19/04/2025 10:10,hotel_09,websit_chat,,servce,simple
INT2025_04_0094,19/04/2025 10:45,hotel_02,website_chat,NO,service_request,medium
INT2025_04_0095,20/04/2025 12:00,hotel_08,instagram,EN,spa_reservation,complex
INT2025_04_0096,20/04/2025 13:15,hotel_12,facebook,,technical_issue,simple
INT2025_04_0097,21/04/2025 13:50,hotel_04,email,NO,check_out,medium
INT2025_04_0098,21/04/2025 15:05,hotel_300,websit_chat,EN,info,complex
INT2025_04_0099,22/04/2025 15:40,hotel_05,website_chat,,booking,simple
INT2025_04_0100,22/04/2025 16:55,hotel_07,instagram,NO,complaint,medium
INT2025_04_0101,23/04/2025 07:34,hotel_99,facebook,EN,check_in,complex
INT2025_04_0102,23/04/2025 08:50,hotel_10,email,,servce,simple
INT2025_04_0103,24/04/2025 10:05,hotel_03,websit_chat,NO,service_request,medium
INT2025_04_0104,24/04/2025 10:40,hotel_13,website_chat,EN,spa_reservation,complex
INT2025_04_0105,25/04/2025 11:55,hotel_06,instagram,,technical_issue,simple
INT2025_04_0106,25/04/2025 13:10,hotel_11,facebook,NO,info,medium
INT2025_04_0107,26/04/2025 13:45,hotel_09,email,EN,booking,complex
INT2025_04_0108,26/04/2025 15:00,hotel_02,websit_chat,,check_out,simple
INT2025_04_0109,27/04/2025 16:15,hotel_08,website_chat,NO,complaint,medium
INT2025_04_0110,27/04/2025 16:50,hotel_12,instagram,EN,servce,complex
INT2025_04_0111,28/04/2025 07:25,hotel_04,facebook,,service_request,simple
INT2025_04_0112,28/04/2025 08:40,hotel_07,email,NO,spa_reservation,medium
INT2025_04_0113,29/04/2025 09:55,hotel_05,website_chat,EN,technical_issue,complex
INT2025_04_0114,29/04/2025 11:10,hotel_99,websit_chat,,check_in,simple
INT2025_04_0115,30/04/2025 11:45,hotel_10,instagram,NO,info,medium
INT2025_04_0116,30/04/2025 13:00,hotel_03,facebook,EN,booking,complex
INT2025_04_0117,01/04/2025 14:15,hotel_13,email,,complaint,simple
INT2025_04_0118,01/04/2025 14:50,hotel_06,websit_chat,NO,check_out,medium
INT2025_04_0119,02/04/2025 15:35,hotel_11,website_chat,EN,servce,complex
INT2025_04_0120,02/04/2025 16:20,hotel_09,instagram,,service_request,simple
INT2025_04_0121,03/04/2025 07:39,hotel_02,facebook,NO,spa_reservation,medium
INT2025_04_0122,03/04/2025 08:55,hotel_08,email,EN,technical_issue,complex
INT2025_04_0123,04/04/2025 10:10,hotel_12,websit_chat,,info,simple
INT2025_04_0124,04/04/2025 10:45,hotel_300,website_chat,NO,check_in,medium
INT2025_04_0125,05/04/2025 12:00,hotel_07,instagram,EN,booking,complex
INT2025_04_0126,05/04/2025 13:15,hotel_05,facebook,,complaint,simple
INT2025_04_0127,06/04/2025 13:50,hotel_99,email,NO,servce,medium
INT2025_04_0128,06/04/2025 15:05,hotel_10,website_chat,EN,service_request,complex
INT2025_04_0129,07/04/2025 15:40,hotel_03,websit_chat,,spa_reservation,simple
INT2025_04_0130,07/04/2025 16:55,hotel_13,instagram,NO,technical_issue,medium
INT2025_04_0131,08/04/2025 07:34,hotel_06,facebook,EN,check_out,complex
INT2025_04_0132,08/04/2025 08:50,hotel_11,email,,info,simple
INT2025_04_0133,09/04/2025 10:05,hotel_09,websit_chat,NO,booking,medium
INT2025_04_0134,09/04/2025 10:40,hotel_02,website_chat,EN,complaint,complex
INT2025_04_0135,10/04/2025 11:55,hotel_08,instagram,,check_in,simple
INT2025_04_0136,10/04/2025 13:10,hotel_12,facebook,NO,servce,medium
INT2025_04_0137,11/04/2025 13:45,hotel_04,email,EN,service_request,complex
INT2025_04_0138,11/04/2025 15:00,hotel_99,websit_chat,,spa_reservation,simple
INT2025_04_0139,12/04/2025 16:15,hotel_05,website_chat,NO,technical_issue,medium
INT2025_04_0140,12/04/2025 16:50,hotel_07,instagram,EN,info,complex
INT2025_04_0141,13/04/2025 07:25,hotel_10,facebook,,booking,simple
INT2025_04_0142,13/04/2025 08:40,hotel_03,email,NO,check_out,medium
INT2025_04_0143,14/04/2025 09:55,hotel_13,websit_chat,EN,complaint,complex
INT2025_04_0144,14/04/2025 11:10,hotel_06,website_chat,,servce,simple
INT2025_04_0145,15/04/2025 11:45,hotel_11,instagram,NO,service_request,medium
INT2025_04_0146,15/04/2025 13:00,hotel_09,facebook,EN,spa_reservation,complex
INT2025_04_0147,16/04/2025 14:15,hotel_02,email,,technical_issue,simple
INT2025_04_0148,16/04/2025 14:50,hotel_08,websit_chat,NO,check_in,medium
INT2025_04_0149,17/04/2025 15:35,hotel_12,website_chat,EN,info,complex
INT2025_04_0150,17/04/2025 16:20,hotel_300,instagram,,booking,simple
INT2025_04_0151,18/04/2025 07:39,hotel_07,facebook,NO,complaint,medium
INT2025_04_0152,18/04/2025 08:55,hotel_05,email,EN,check_out,complex
INT2025_04_0153,19/04/2025 10:10,hotel_99,websit_chat,,servce,simple
INT2025_04_0154,19/04/2025 10:45,hotel_10,website_chat,NO,service_request,medium
INT2025_04_0155,20/04/2025 12:00,hotel_03,instagram,EN,spa_reservation,complex
INT2025_04_0156,20/04/2025 13:15,hotel_13,facebook,,technical_issue,simple
INT2025_04_0157,21/04/2025 13:50,hotel_06,email,NO,info,medium
INT2025_04_0158,21/04/2025 15:05,hotel_11,websit_chat,EN,check_in,complex
INT2025_04_0159,22/04/2025 15:40,hotel_09,website_chat,,booking,simple
INT2025_04_0160,22/04/2025 16:55,hotel_02,instagram,NO,complaint,medium
INT2025_04_0161,23/04/2025 07:34,hotel_08,facebook,EN,servce,complex
INT2025_04_0162,23/04/2025 08:50,hotel_12,email,,service_request,simple
INT2025_04_0163,24/04/2025 10:05,hotel_04,websit_chat,NO,spa_reservation,medium
INT2025_04_0164,24/04/2025 10:40,hotel_99,website_chat,EN,technical_issue,complex
INT2025_04_0165,25/04/2025 11:55,hotel_05,instagram,,check_out,simple
INT2025_04_0166,25/04/2025 13:10,hotel_07,facebook,NO,info,medium
INT2025_04_0167,26/04/2025 13:45,hotel_10,email,EN,booking,complex
INT2025_04_0168,26/04/2025 15:00,hotel_03,websit_chat,,complaint,simple
INT2025_04_0169,27/04/2025 16:15,hotel_13,website_chat,NO,check_in,medium
INT2025_04_0170,27/04/2025 16:50,hotel_06,instagram,EN,servce,complex
INT2025_04_0171,28/04/2025 07:25,hotel_300,facebook,,service_request,simple
INT2025_04_0172,28/04/2025 08:40,hotel_09,email,NO,spa_reservation,medium
INT2025_04_0173,29/04/2025 09:55,hotel_02,websit_chat,EN,technical_issue,complex
INT2025_04_0174,29/04/2025 11:10,hotel_08,website_chat,,info,simple
INT2025_04_0175,30/04/2025 11:45,hotel_12,instagram,NO,booking,medium
INT2025_04_0176,30/04/2025 13:00,hotel_04,facebook,EN,check_out,complex
INT2025_04_0177,01/04/2025 14:15,hotel_07,email,,complaint,simple
INT2025_04_0178,01/04/2025 14:50,hotel_99,websit_chat,NO,servce,medium
INT2025_04_0179,02/04/2025 15:35,hotel_05,website_chat,EN,service_request,complex
INT2025_04_0180,02/04/2025 16:20,hotel_10,instagram,,spa_reservation,simple
INT2025_04_0181,03/04/2025 07:39,hotel_03,facebook,NO,technical_issue,medium
INT2025_04_0182,03/04/2025 08:55,hotel_13,email,EN,check_in,complex
INT2025_04_0183,04/04/2025 10:10,hotel_06,websit_chat,,info,simple
INT2025_04_0184,04/04/2025 10:45,hotel_11,website_chat,NO,booking,medium
INT2025_04_0185,05/04/2025 12:00,hotel_09,instagram,EN,complaint,complex
INT2025_04_0186,05/04/2025 13:15,hotel_02,facebook,,check_out,simple
INT2025_04_0187,06/04/2025 13:50,hotel_08,email,NO,servce,medium
INT2025_04_0188,06/04/2025 15:05,hotel_12,websit_chat,EN,service_request,complex
INT2025_04_0189,07/04/2025 15:40,hotel_04,website_chat,,spa_reservation,simple
INT2025_04_0190,07/04/2025 16:55,hotel_300,instagram,NO,technical_issue,medium
INT2025_04_0191,08/04/2025 07:34,hotel_05,facebook,EN,info,complex
INT2025_04_0192,08/04/2025 08:50,hotel_07,email,,check_in,simple
INT2025_04_0193,09/04/2025 10:05,hotel_99,websit_chat,NO,booking,medium
INT2025_04_0194,09/04/2025 10:40,hotel_10,website_chat,EN,complaint,complex
INT2025_04_0195,10/04/2025 11:55,hotel_03,instagram,,servce,simple
INT2025_04_0196,10/04/2025 13:10,hotel_13,facebook,NO,service_request,medium
INT2025_04_0197,11/04/2025 13:45,hotel_06,email,EN,spa_reservation,complex
INT2025_04_0198,11/04/2025 15:00,hotel_11,websit_chat,,technical_issue,simple
INT2025_04_0199,12/04/2025 16:15,hotel_09,website_chat,NO,check_out,medium
INT2025_04_0200,12/04/2025 16:50,hotel_02,instagram,EN,info,complex
INT2025_04_0201,13/04/2025 07:25,hotel_08,facebook,,booking,simple
INT2025_04_0202,13/04/2025 08:40,hotel_12,email,NO,complaint,medium
INT2025_04_0203,14/04/2025 09:55,hotel_04,websit_chat,EN,check_in,complex
INT2025_04_0204,14/04/2025 11:10,hotel_99,website_chat,,servce,simple
INT2025_04_0205,15/04/2025 11:45,hotel_05,instagram,NO,service_request,medium
INT2025_04_0206,15/04/2025 13:00,hotel_07,facebook,EN,spa_reservation,complex
INT2025_04_0207,16/04/2025 14:15,hotel_10,email,,technical_issue,simple
INT2025_04_0208,16/04/2025 14:50,hotel_03,websit_chat,NO,info,medium
INT2025_04_0209,17/04/2025 15:35,hotel_300,website_chat,EN,booking,complex
INT2025_04_0210,17/04/2025 16:20,hotel_06,instagram,,check_out,simple
INT2025_04_0211,18/04/2025 07:39,hotel_11,facebook,NO,complaint,medium
INT2025_04_0212,18/04/2025 08:55,hotel_09,email,EN,servce,complex
INT2025_04_0213,19/04/2025 10:10,hotel_02,websit_chat,,service_request,simple
INT2025_04_0214,19/04/2025 10:45,hotel_08,website_chat,NO,spa_reservation,medium
INT2025_04_0215,20/04/2025 12:00,hotel_12,instagram,EN,technical_issue,complex
INT2025_04_0216,20/04/2025 13:15,hotel_04,facebook,,check_in,simple
INT2025_04_0217,21/04/2025 13:50,hotel_07,email,NO,info,medium
INT2025_04_0218,21/04/2025 15:05,hotel_99,websit_chat,EN,booking,complex
INT2025_04_0219,22/04/2025 15:40,hotel_05,website_chat,,complaint,simple
INT2025_04_0220,22/04/2025 16:55,hotel_10,instagram,NO,servce,medium
INT2025_04_0221,23/04/2025 07:34,hotel_03,facebook,EN,service_request,complex
INT2025_04_0222,23/04/2025 08:50,hotel_13,email,,spa_reservation,simple
INT2025_04_0223,24/04/2025 10:05,hotel_06,websit_chat,NO,technical_issue,medium
INT2025_04_0224,24/04/2025 10:40,hotel_11,website_chat,EN,check_out,complex
INT2025_04_0225,25/04/2025 11:55,hotel_09,instagram,,info,simple
INT2025_04_0226,25/04/2025 13:10,hotel_02,facebook,NO,booking,medium
INT2025_04_0227,26/04/2025 13:45,hotel_08,email,EN,check_in,complex
INT2025_04_0228,26/04/2025 15:00,hotel_12,websit_chat,,complaint,simple
INT2025_04_0229,27/04/2025 16:15,hotel_300,website_chat,NO,servce,medium
INT2025_04_0230,27/04/2025 16:50,hotel_04,instagram,EN,service_request,complex
INT2025_04_0231,28/04/2025 07:25,hotel_07,facebook,,spa_reservation,simple
INT2025_04_0232,28/04/2025 08:40,hotel_99,email,NO,technical_issue,medium
INT2025_04_0233,29/04/2025 09:55,hotel_05,websit_chat,EN,info,complex
INT2025_04_0234,29/04/2025 11:10,hotel_10,website_chat,,booking,simple
INT2025_04_0235,30/04/2025 11:45,hotel_03,instagram,NO,check_out,medium
INT2025_04_0236,30/04/2025 13:00,hotel_13,facebook,EN,complaint,complex
INT2025_04_0237,01/04/2025 14:15,hotel_06,email,,servce,simple
INT2025_04_0238,01/04/2025 14:50,hotel_11,websit_chat,NO,service_request,medium
INT2025_04_0239,02/04/2025 15:35,hotel_09,website_chat,EN,spa_reservation,complex
INT2025_04_0240,02/04/2025 16:20,hotel_02,instagram,,technical_issue,simple
INT2025_04_0241,03/04/2025 07:39,hotel_08,facebook,NO,check_in,medium
INT2025_04_0242,03/04/2025 08:55,hotel_12,email,EN,info,complex
INT2025_04_0243,04/04/2025 10:10,hotel_04,websit_chat,,booking,simple
INT2025_04_0244,04/04/2025 10:45,hotel_07,website_chat,NO,complaint,medium
INT2025_04_0245,05/04/2025 12:00,hotel_99,instagram,EN,check_out,complex
INT2025_04_0246,05/04/2025 13:15,hotel_05,facebook,,servce,simple
INT2025_04_0247,06/04/2025 13:50,hotel_300,email,NO,service_request,medium
INT2025_04_0248,06/04/2025 15:05,hotel_03,websit_chat,EN,spa_reservation,complex
INT2025_04_0249,07/04/2025 15:40,hotel_13,website_chat,,technical_issue,simple
INT2025_04_0250,07/04/2025 16:55,hotel_06,instagram,NO,info,medium
INT2025_04_0251,08/04/2025 07:34,hotel_11,facebook,EN,booking,complex
INT2025_04_0252,08/04/2025 08:50,hotel_09,email,,check_in,simple
INT2025_04_0253,09/04/2025 10:05,hotel_02,websit_chat,NO,complaint,medium
INT2025_04_0254,09/04/2025 10:40,hotel_08,website_chat,EN,servce,complex
INT2025_04_0255,10/04/2025 11:55,hotel_12,instagram,,service_request,simple
INT2025_04_0256,10/04/2025 13:10,hotel_04,facebook,NO,spa_reservation,medium
INT2025_04_0257,11/04/2025 13:45,hotel_07,email,EN,technical_issue,complex
INT2025_04_0258,11/04/2025 15:00,hotel_99,websit_chat,,check_out,simple
INT2025_04_0259,12/04/2025 16:15,hotel_05,website_chat,NO,info,medium
INT2025_04_0260,12/04/2025 16:50,hotel_10,instagram,EN,booking,complex
INT2025_04_0261,13/04/2025 07:25,hotel_03,facebook,,complaint,simple
INT2025_04_0262,13/04/2025 08:40,hotel_13,email,NO,servce,medium
INT2025_04_0263,14/04/2025 09:55,hotel_06,websit_chat,EN,service_request,complex
INT2025_04_0264,14/04/2025 11:10,hotel_11,website_chat,,spa_reservation,simple
INT2025_04_0265,15/04/2025 11:45,hotel_09,instagram,NO,technical_issue,medium
INT2025_04_0266,15/04/2025 13:00,hotel_02,facebook,EN,check_in,complex
INT2025_04_0267,16/04/2025 14:15,hotel_08,email,,info,simple
INT2025_04_0268,16/04/2025 14:50,hotel_300,websit_chat,NO,booking,medium
INT2025_04_0269,17/04/2025 15:35,hotel_12,website_chat,EN,check_out,complex
INT2025_04_0270,17/04/2025 16:20,hotel_04,instagram,,complaint,simple
INT2025_04_0271,18/04/2025 07:39,hotel_07,facebook,NO,servce,medium
INT2025_04_0272,18/04/2025 08:55,hotel_99,email,EN,service_request,complex
INT2025_04_0273,19/04/2025 10:10,hotel_05,websit_chat,,spa_reservation,simple
INT2025_04_0274,19/04/2025 10:45,hotel_10,website_chat,NO,technical_issue,medium
INT2025_04_0275,20/04/2025 12:00,hotel_03,instagram,EN,info,complex
INT2025_04_0276,20/04/2025 13:15,hotel_13,facebook,,check_in,simple
INT2025_04_0277,21/04/2025 13:50,hotel_06,email,NO,booking,medium
INT2025_04_0278,21/04/2025 15:05,hotel_11,websit_chat,EN,complaint,complex
INT2025_04_0279,22/04/2025 15:40,hotel_09,website_chat,,servce,simple
INT2025_04_0280,22/04/2025 16:55,hotel_02,instagram,NO,service_request,medium
INT2025_04_0281,23/04/2025 07:34,hotel_08,facebook,EN,spa_reservation,complex
INT2025_04_0282,23/04/2025 08:50,hotel_12,email,,technical_issue,simple
INT2025_04_0283,24/04/2025 10:05,hotel_04,websit_chat,NO,check_out,medium
INT2025_04_0284,24/04/2025 10:40,hotel_99,website_chat,EN,info,complex
INT2025_04_0285,25/04/2025 11:55,hotel_300,instagram,,booking,simple
INT2025_04_0286,25/04/2025 13:10,hotel_07,facebook,NO,complaint,medium
INT2025_04_0287,26/04/2025 13:45,hotel_05,email,EN,servce,complex
INT2025_04_0288,26/04/2025 15:00,hotel_10,websit_chat,,service_request,simple
INT2025_04_0289,27/04/2025 16:15,hotel_03,website_chat,NO,spa_reservation,medium
INT2025_04_0290,27/04/2025 16:50,hotel_13,instagram,EN,technical_issue,complex
INT2025_04_0291,28/04/2025 07:25,hotel_06,facebook,,check_in,simple
INT2025_04_0292,28/04/2025 08:40,hotel_11,email,NO,info,medium
INT2025_04_0293,29/04/2025 09:55,hotel_09,websit_chat,EN,booking,complex
INT2025_04_0294,29/04/2025 11:10,hotel_02,website_chat,,check_out,simple
INT2025_04_0295,30/04/2025 11:45,hotel_08,instagram,NO,complaint,medium
INT2025_04_0296,30/04/2025 13:00,hotel_12,facebook,EN,servce,complex
INT2025_04_0297,01/04/2025 14:15,hotel_04,email,,service_request,simple
INT2025_04_0298,01/04/2025 14:50,hotel_07,websit_chat,NO,spa_reservation,medium
INT2025_04_0299,02/04/2025 15:35,hotel_99,website_chat,EN,technical_issue,complex
INT2025_04_0300,02/04/2025 16:20,hotel_05,instagram,,info,simple
INT2025_04_0301,03/04/2025 07:39,hotel_10,facebook,NO,booking,medium
INT2025_04_0302,03/04/2025 08:55,hotel_03,email,EN,check_in,complex
INT2025_04_0303,04/04/2025 10:10,hotel_300,websit_chat,,complaint,simple
INT2025_04_0304,04/04/2025 10:45,hotel_06,website_chat,NO,servce,medium
INT2025_04_0305,05/04/2025 12:00,hotel_11,instagram,EN,service_request,complex
INT2025_04_0306,05/04/2025 13:15,hotel_09,facebook,,spa_reservation,simple
INT2025_04_0307,06/04/2025 13:50,hotel_02,email,NO,technical_issue,medium
INT2025_04_0308,06/04/2025 15:05,hotel_08,websit_chat,EN,check_out,complex
INT2025_04_0309,07/04/2025 15:40,hotel_12,website_chat,,info,simple
INT2025_04_0310,07/04/2025 16:55,hotel_04,instagram,NO,booking,medium
INT2025_04_0311,08/04/2025 07:34,hotel_07,facebook,EN,complaint,complex
INT2025_04_0312,08/04/2025 08:50,hotel_99,email,,servce,simple
INT2025_04_0313,09/04/2025 10:05,hotel_05,websit_chat,NO,service_request,medium
INT2025_04_0314,09/04/2025 10:40,hotel_10,website_chat,EN,spa_reservation,complex
INT2025_04_0315,10/04/2025 11:55,hotel_03,instagram,,technical_issue,simple
INT2025_04_0316,10/04/2025 13:10,hotel_13,facebook,NO,check_in,medium
INT2025_04_0317,11/04/2025 13:45,hotel_06,email,EN,info,complex
INT2025_04_0318,11/04/2025 15:00,hotel_11,websit_chat,,booking,simple
INT2025_04_0319,12/04/2025 16:15,hotel_09,website_chat,NO,check_out,medium
INT2025_04_0320,12/04/2025 16:50,hotel_02,instagram,EN,complaint,complex
INT2025_04_0321,13/04/2025 07:25,hotel_08,facebook,,servce,simple
INT2025_04_0322,13/04/2025 08:40,hotel_300,email,NO,service_request,medium
INT2025_04_0323,14/04/2025 09:55,hotel_12,websit_chat,EN,spa_reservation,complex
INT2025_04_0324,14/04/2025 11:10,hotel_04,website_chat,,technical_issue,simple
INT2025_04_0325,15/04/2025 11:45,hotel_07,instagram,NO,info,medium
INT2025_04_0326,15/04/2025 13:00,hotel_99,facebook,EN,check_in,complex
INT2025_04_0327,16/04/2025 14:15,hotel_05,email,,booking,simple
INT2025_04_0328,16/04/2025 14:50,hotel_10,websit_chat,NO,complaint,medium
INT2025_04_0329,17/04/2025 15:35,hotel_03,website_chat,EN,servce,complex
INT2025_04_0330,17/04/2025 16:20,hotel_13,instagram,,service_request,simple
INT2025_04_0331,18/04/2025 07:39,hotel_06,facebook,NO,spa_reservation,medium
INT2025_04_0332,18/04/2025 08:55,hotel_11,email,EN,technical_issue,complex
INT2025_04_0333,19/04/2025 10:10,hotel_09,websit_chat,,check_out,simple
INT2025_04_0334,19/04/2025 10:45,hotel_02,website_chat,NO,info,medium
INT2025_04_0335,20/04/2025 12:00,hotel_08,instagram,EN,booking,complex
INT2025_04_0336,20/04/2025 13:15,hotel_12,facebook,,complaint,simple
INT2025_04_0337,21/04/2025 13:50,hotel_04,email,NO,servce,medium
