interaction_id,handled_by,response_time_s,resolved
INT2025_02_0109,AI,19,TRUE
INT2025_02_0110,Human,340,TRUE
INT2025_02_0111,AI,18,TRUE
INT2025_02_0112,AI,27,TRUE
INT2025_02_0113,Human,320,TRUE
INT2025_02_0114,AI,12,TRUE
INT2025_02_0115,Human,450,FALSE
INT2025_02_0116,AI,9,TRUE
INT2025_02_0117,AI,43,TRUE
INT2025_02_0118,Human,380,TRUE
INT2025_02_0119,AI,16,TRUE
INT2025_02_0120,Human,410,TRUE
INT2025_02_0121,AI,21,TRUE
INT2025_02_0122,AI,35,TRUE
INT2025_02_0123,Human,500,FALSE
INT2025_02_0124,AI,14,TRUE
INT2025_02_0125,Human,310,TRUE
INT2025_02_0126,AI,10,TRUE
INT2025_02_0127,AI,52,TRUE
INT2025_02_0128,Human,390,TRUE
INT2025_02_0129,AI,19,TRUE
INT2025_02_0130,Human,560,FALSE
INT2025_02_0131,AI,23,TRUE
INT2025_02_0132,AI,37,TRUE
INT2025_02_0133,Human,430,TRUE
INT2025_02_0134,AI,16,TRUE
INT2025_02_0135,Human,300,TRUE
INT2025_02_0136,AI,11,TRUE
INT2025_02_0137,AI,49,TRUE
INT2025_02_0138,Human,520,FALSE
INT2025_02_0139,AI,18,TRUE
INT2025_02_0140,Human,370,TRUE
INT2025_02_0141,AI,24,TRUE
INT2025_02_0142,AI,38,TRUE
INT2025_02_0143,Human,450,TRUE
INT2025_02_0144,AI,15,TRUE
INT2025_02_0145,Human,330,TRUE
INT2025_02_0146,AI,12,TRUE
INT2025_02_0147,AI,55,TRUE
INT2025_02_0148,Human,490,FALSE
INT2025_02_0149,AI,20,TRUE
INT2025_02_0150,Human,400,TRUE
INT2025_02_0151,AI,22,TRUE
INT2025_02_0152,AI,36,TRUE
INT2025_02_0153,Human,460,FALSE
INT2025_02_0154,AI,14,TRUE
INT2025_02_0155,Human,320,TRUE
INT2025_02_0156,AI,10,TRUE
INT2025_02_0157,AI,54,TRUE
INT2025_02_0158,Human,380,TRUE
INT2025_02_0159,AI,18,TRUE
INT2025_02_0160,Human,500,TRUE
INT2025_02_0161,AI,21,TRUE
INT2025_02_0162,AI,35,TRUE
INT2025_02_0163,Human,470,FALSE
INT2025_02_0164,AI,13,TRUE
INT2025_02_0165,Human,310,TRUE
INT2025_02_0166,AI,9,TRUE
INT2025_02_0167,AI,57,TRUE
INT2025_02_0168,Human,400,TRUE
INT2025_02_0169,AI,19,TRUE
INT2025_02_0170,Human,430,TRUE
INT2025_02_0171,AI,23,TRUE
INT2025_02_0172,AI,39,TRUE
INT2025_02_0173,Human,480,FALSE
INT2025_02_0174,AI,15,TRUE
INT2025_02_0175,Human,340,TRUE
INT2025_02_0176,AI,11,TRUE
INT2025_02_0177,AI,51,TRUE
INT2025_02_0178,Human,520,FALSE
INT2025_02_0179,AI,20,TRUE
INT2025_02_0180,Human,380,TRUE
INT2025_02_0181,AI,24,TRUE
INT2025_02_0182,AI,37,TRUE
INT2025_02_0183,Human,450,TRUE
INT2025_02_0184,AI,14,TRUE
INT2025_02_0185,Human,600,FALSE
INT2025_02_0186,AI,10,TRUE
INT2025_02_0187,AI,56,TRUE
INT2025_02_0188,Human,390,TRUE
INT2025_02_0189,AI,18,TRUE
INT2025_02_0190,Human,420,TRUE
INT2025_02_0191,AI,22,TRUE
INT2025_02_0192,AI,34,TRUE
INT2025_02_0193,Human,460,FALSE
INT2025_02_0194,AI,13,TRUE
INT2025_02_0195,Human,320,TRUE
INT2025_02_0196,AI,9,TRUE
INT2025_02_0197,AI,55,TRUE
INT2025_02_0198,Human,510,FALSE
INT2025_02_0199,AI,19,TRUE
INT2025_02_0200,Human,360,TRUE
INT2025_02_0201,AI,26,TRUE
INT2025_02_0202,AI,40,TRUE
INT2025_02_0203,Human,430,TRUE
INT2025_02_0204,AI,16,TRUE
INT2025_02_0205,Human,300,TRUE
INT2025_02_0206,AI,11,TRUE
INT2025_02_0207,AI,58,TRUE
INT2025_02_0208,Human,600,FALSE
INT2025_02_0209,AI,21,TRUE
INT2025_02_0210,Human,350,TRUE
INT2025_02_0211,AI,20,TRUE
INT2025_02_0212,Human,360,TRUE
INT2025_02_0213,AI,16,TRUE
INT2025_02_0214,Human,480,FALSE
INT2025_02_0215,AI,11,TRUE
INT2025_02_0216,AI,45,TRUE
INT2025_02_0217,Human,330,TRUE
INT2025_02_0218,AI,18,TRUE
INT2025_02_0219,Human,600,FALSE
INT2025_02_0220,AI,23,TRUE
INT2025_02_0221,AI,,NULL
INT2025_02_0222,Human,390,TRUE
INT2025_02_0223,AI,15,TRUE
INT2025_02_0224,Human,420,FALSE
INT2025_02_0225,AI,27,TRUE
INT2025_02_0226,AI,34,TRUE
INT2025_02_0227,Human,450,TRUE
INT2025_02_0228,AI,17,TRUE
INT2025_02_0229,Human,520,FALSE
INT2025_02_0230,AI,21,TRUE
INT2025_02_0231,AI,38,TRUE
INT2025_02_0232,Human,360,TRUE
INT2025_02_0233,AI,14,TRUE
INT2025_02_0234,Human,300,TRUE
INT2025_02_0235,AI,10,TRUE
INT2025_02_0236,AI,55,TRUE
INT2025_02_0237,Human,480,FALSE
INT2025_02_0238,AI,19,TRUE
INT2025_02_0239,Human,410,TRUE
INT2025_02_0240,AI,22,TRUE
INT2025_02_0241,AI,37,TRUE
INT2025_02_0242,Human,460,FALSE
INT2025_02_0243,AI,16,TRUE
INT2025_02_0244,Human,320,TRUE
INT2025_02_0245,AI,12,TRUE
INT2025_02_0246,AI,58,TRUE
INT2025_02_0247,Human,500,FALSE
INT2025_02_0248,AI,20,TRUE
INT2025_02_0249,Human,380,TRUE
INT2025_02_0250,AI,24,TRUE
INT2025_02_0251,AI,41,TRUE
INT2025_02_0252,Human,430,TRUE
INT2025_02_0253,AI,15,TRUE
INT2025_02_0254,Human,600,FALSE
INT2025_02_0255,AI,28,TRUE
INT2025_02_0256,AI,33,TRUE
