interaction_id,handled_by,response_time_s,resolved
INT2025_11_0103,AI,5.9,TRUE
INT2025_11_0104,Human,367.9,TRUE
INT2025_11_0105,AI,10.6,TRUE
INT2025_11_0107,AI,7.2,TRUE
INT2025_11_0108,Human,278.4,TRUE
INT2025_11_0109,AI,12.4,TRUE
INT2025_11_0110,AI,9.2,TRUE
INT2025_11_0111,Human,334.7,TRUE
INT2025_11_0112,AI,6.6,TRUE
INT2025_11_0113,AI,8.8,TRUE
INT2025_11_0114,Human,298.3,FALSE
INT2025_11_0115,AI,11.5,TRUE
INT2025_11_0116,AI,7.9,TRUE
INT2025_11_0118,Human,256.8,TRUE
INT2025_11_0119,AI,5.7,TRUE
INT2025_11_0120,AI,13.6,TRUE
INT2025_11_0121,Human,389.2,TRUE
INT2025_11_0122,AI,9.5,TRUE
INT2025_11_0123,AI,6.9,TRUE
INT2025_11_0124,Human,312.8,FALSE
INT2025_11_0125,AI,10.3,TRUE
INT2025_11_0126,AI,8.1,TRUE
INT2025_11_0127,Human,245.6,TRUE
INT2025_11_0128,AI,7.4,TRUE
INT2025_11_0130,AI,12.7,TRUE
INT2025_11_0131,Human,356.9,TRUE
INT2025_11_0132,AI,9.8,TRUE
INT2025_11_0133,AI,6.2,TRUE
INT2025_11_0134,Human,289.4,FALSE
INT2025_11_0135,AI,11.1,TRUE
INT2025_11_0136,AI,8.4,TRUE
INT2025_11_0137,Human,267.5,TRUE
INT2025_11_0138,AI,5.8,TRUE
INT2025_11_0139,AI,13.9,TRUE
INT2025_11_0141,Human,334.1,TRUE
INT2025_11_0142,AI,7.6,TRUE
INT2025_11_0143,AI,10.7,TRUE
INT2025_11_0144,Human,298.6,FALSE
INT2025_11_0145,AI,9.3,TRUE
INT2025_11_0146,AI,6.5,TRUE
INT2025_11_0147,Human,378.9,TRUE
INT2025_11_0148,AI,12.2,TRUE
INT2025_11_0149,AI,8.9,TRUE
INT2025_11_0150,Human,234.7,TRUE
INT2025_11_0151,AI,7.1,TRUE
INT2025_11_0153,AI,11.4,TRUE
INT2025_11_0154,Human,312.3,FALSE
INT2025_11_0155,AI,5.6,TRUE
INT2025_11_0156,AI,9.6,TRUE
INT2025_11_0157,Human,289.7,TRUE
INT2025_11_0158,AI,8.2,TRUE
INT2025_11_0159,AI,6.8,TRUE
INT2025_11_0160,Human,356.2,TRUE
INT2025_11_0161,AI,13.1,TRUE
INT2025_11_0162,AI,10.9,TRUE
INT2025_11_0164,Human,267.8,FALSE
INT2025_11_0165,AI,7.5,TRUE
INT2025_11_0166,AI,9.4,TRUE
INT2025_11_0167,Human,398.5,TRUE
INT2025_11_0168,AI,6.3,TRUE
INT2025_11_0169,AI,12.8,TRUE
INT2025_11_0170,Human,245.9,TRUE
INT2025_11_0171,AI,8.6,TRUE
INT2025_11_0172,AI,5.9,TRUE
INT2025_11_0173,Human,334.6,FALSE
INT2025_11_0175,AI,11.7,TRUE
INT2025_11_0176,AI,7.8,TRUE
INT2025_11_0177,Human,289.2,TRUE
INT2025_11_0178,AI,9.9,TRUE
INT2025_11_0179,AI,6.4,TRUE
INT2025_11_0180,Human,367.4,TRUE
INT2025_11_0181,AI,13.4,TRUE
INT2025_11_0182,AI,8.7,TRUE
INT2025_11_0183,Human,256.3,FALSE
INT2025_11_0184,AI,10.1,TRUE
INT2025_11_0186,AI,7.3,TRUE
INT2025_11_0187,Human,312.7,TRUE
INT2025_11_0188,AI,12.5,TRUE
INT2025_11_0189,AI,9.2,TRUE
INT2025_11_0190,Human,278.6,TRUE
INT2025_11_0191,AI,6.7,TRUE
INT2025_11_0192,AI,11.9,TRUE
INT2025_11_0193,Human,345.8,FALSE
INT2025_11_0194,AI,8.4,TRUE
INT2025_11_0195,AI,5.7,TRUE
INT2025_11_0197,Human,298.9,TRUE
INT2025_11_0198,AI,10.8,TRUE
INT2025_11_0199,AI,7.6,TRUE
INT2025_11_0200,Human,234.5,TRUE
INT2025_11_0201,AI,13.7,TRUE
INT2025_11_0202,AI,9.5,TRUE
INT2025_11_0203,Human,289.8,FALSE
INT2025_11_0204,AI,6.9,TRUE
INT2025_11_0205,AI,12.3,TRUE
INT2025_11_0206,Human,356.7,TRUE
INT2025_11_0208,AI,8.8,TRUE
INT2025_11_0209,AI,7.2,TRUE
INT2025_11_0210,Human,267.4,TRUE
INT2025_11_0211,AI,11.6,TRUE
INT2025_11_0212,AI,5.8,TRUE
INT2025_11_0213,Human,398.2,FALSE
INT2025_11_0214,AI,9.7,TRUE
INT2025_11_0215,AI,6.5,TRUE
INT2025_11_0216,Human,312.4,TRUE
INT2025_11_0217,AI,10.4,TRUE
INT2025_11_0219,AI,8.1,TRUE
INT2025_11_0220,Human,245.8,TRUE
INT2025_11_0221,AI,13.2,TRUE
INT2025_11_0222,AI,7.9,TRUE
INT2025_11_0223,Human,334.9,FALSE
INT2025_11_0224,AI,9.3,TRUE
INT2025_11_0225,AI,6.6,TRUE
INT2025_11_0226,Human,289.5,TRUE
INT2025_11_0227,AI,12.1,TRUE
INT2025_11_0228,AI,8.5,TRUE
INT2025_11_0230,Human,367.6,TRUE
INT2025_11_0231,AI,7.4,TRUE
INT2025_11_0232,AI,11.8,TRUE
INT2025_11_0233,Human,256.7,FALSE
INT2025_11_0234,AI,5.9,TRUE
INT2025_11_0235,AI,10.2,TRUE
INT2025_11_0236,Human,312.9,TRUE
INT2025_11_0237,AI,9.6,TRUE
INT2025_11_0238,AI,6.8,TRUE
INT2025_11_0239,Human,345.3,TRUE
INT2025_11_0241,AI,13.5,TRUE
INT2025_11_0242,AI,8.3,TRUE
INT2025_11_0243,Human,278.9,FALSE
INT2025_11_0244,AI,7.7,TRUE
INT2025_11_0245,AI,11.4,TRUE
INT2025_11_0246,Human,298.5,TRUE
INT2025_11_0247,AI,9.9,TRUE
INT2025_11_0248,AI,6.3,TRUE
INT2025_11_0249,Human,367.8,TRUE
INT2025_11_0250,AI,12.6,TRUE
INT2025_11_0252,AI,8.9,TRUE
INT2025_11_0253,Human,245.4,FALSE
INT2025_11_0254,AI,7.1,TRUE
INT2025_11_0255,AI,10.7,TRUE
INT2025_11_0256,Human,334.2,TRUE
INT2025_11_0257,AI,5.6,TRUE
INT2025_11_0258,AI,13.8,TRUE
INT2025_11_0259,Human,289.6,TRUE
INT2025_11_0260,AI,9.4,TRUE
INT2025_11_0261,AI,6.9,TRUE
INT2025_11_0263,Human,356.9,FALSE
INT2025_11_0264,AI,12.9,TRUE
INT2025_11_0265,AI,8.6,TRUE
INT2025_11_0266,Human,267.7,TRUE
INT2025_11_0267,AI,7.5,TRUE
INT2025_11_0268,AI,11.2,TRUE
INT2025_11_0269,Human,398.4,TRUE
INT2025_11_0270,AI,9.8,TRUE
INT2025_11_0271,AI,6.4,TRUE
INT2025_11_0272,Human,312.6,FALSE
INT2025_11_0274,AI,13.3,TRUE
INT2025_11_0275,AI,8.2,TRUE
INT2025_11_0276,Human,245.9,TRUE
INT2025_11_0277,AI,10.5,TRUE
INT2025_11_0278,AI,7.8,TRUE
INT2025_11_0279,Human,289.3,TRUE
INT2025_11_0280,AI,12.4,TRUE
INT2025_11_0281,AI,5.7,TRUE
INT2025_11_0282,Human,356.5,FALSE
INT2025_11_0283,AI,9.1,TRUE
INT2025_11_0285,AI,6.7,TRUE
INT2025_11_0286,Human,334.8,TRUE
INT2025_11_0287,AI,11.9,TRUE
INT2025_11_0288,AI,8.4,TRUE
INT2025_11_0289,Human,278.2,TRUE
INT2025_11_0290,AI,7.3,TRUE
INT2025_11_0291,AI,13.6,TRUE
INT2025_11_0292,Human,298.7,FALSE
INT2025_11_0293,AI,10.9,TRUE
INT2025_11_0294,AI,6.2,TRUE
INT2025_11_0296,Human,367.3,TRUE
INT2025_11_0297,AI,12.7,TRUE
INT2025_11_0298,AI,9.5,TRUE
INT2025_11_0299,Human,245.6,TRUE
INT2025_11_0300,AI,8.8,TRUE
INT2025_11_0301,AI,7.1,TRUE
INT2025_11_0302,Human,334.5,FALSE
INT2025_11_0303,AI,5.8,TRUE
INT2025_11_0304,AI,11.6,TRUE
INT2025_11_0306,Human,289.9,TRUE
INT2025_11_0307,AI,13.1,TRUE
INT2025_11_0308,AI,9.3,TRUE
INT2025_11_0309,Human,256.8,TRUE
INT2025_11_0310,AI,6.6,TRUE
INT2025_11_0311,AI,10.4,TRUE
INT2025_11_0312,Human,312.8,FALSE
INT2025_11_0313,AI,8.7,TRUE
INT2025_11_0314,AI,7.4,TRUE
INT2025_11_0315,Human,378.6,TRUE
INT2025_11_0317,AI,12.2,TRUE
INT2025_11_0318,AI,9.9,TRUE
INT2025_11_0319,Human,267.5,TRUE
INT2025_11_0320,AI,6.8,TRUE
INT2025_11_0321,AI,11.5,TRUE
INT2025_11_0322,Human,345.7,FALSE
INT2025_11_0323,AI,8.1,TRUE
INT2025_11_0324,AI,5.9,TRUE
INT2025_11_0325,Human,298.4,TRUE
INT2025_11_0327,AI,13.9,TRUE
INT2025_11_0328,AI,10.6,TRUE
INT2025_11_0329,Human,234.9,TRUE
INT2025_11_0330,AI,7.6,TRUE
