interaction_id,handled_by,response_time_s,resolved
INT2025_01_0050,Human,360,TRUE
INT2025_01_0051,AI,23,TRUE
INT2025_01_0052,AI,31,TRUE
INT2025_01_0053,Human,400,TRUE
INT2025_01_0054,AI,18,TRUE
INT2025_01_0055,Human,610,FALSE
INT2025_01_0056,AI,9,TRUE
INT2025_01_0057,AI,42,TRUE
INT2025_01_0058,Human,350,TRUE
INT2025_01_0059,AI,16,TRUE
INT2025_01_0060,Human,480,TRUE
INT2025_01_0061,AI,20,TRUE
INT2025_01_0062,AI,36,TRUE
INT2025_01_0063,Human,430,FALSE
INT2025_01_0064,AI,12,TRUE
INT2025_01_0065,Human,300,TRUE
INT2025_01_0066,AI,7,TRUE
INT2025_01_0067,AI,58,TRUE
INT2025_01_0068,Human,390,TRUE
INT2025_01_0069,AI,15,TRUE
INT2025_01_0070,Human,540,FALSE
INT2025_01_0071,AI,19,TRUE
INT2025_01_0072,AI,28,TRUE
INT2025_01_0073,Human,410,TRUE
INT2025_01_0074,AI,13,TRUE
INT2025_01_0075,Human,320,TRUE
INT2025_01_0076,AI,11,TRUE
INT2025_01_0077,AI,49,TRUE
INT2025_01_0078,Human,470,FALSE
INT2025_01_0079,AI,17,TRUE
INT2025_01_0080,Human,360,TRUE
INT2025_01_0081,AI,22,TRUE
INT2025_01_0082,AI,33,TRUE
INT2025_01_0083,Human,420,TRUE
INT2025_01_0084,AI,14,TRUE
INT2025_01_0085,Human,600,FALSE
INT2025_01_0086,AI,8,TRUE
INT2025_01_0087,AI,52,TRUE
INT2025_01_0088,Human,390,TRUE
INT2025_01_0089,AI,16,TRUE
INT2025_01_0090,Human,480,TRUE
INT2025_01_0091,AI,21,TRUE
INT2025_01_0092,AI,29,TRUE
INT2025_01_0093,Human,450,FALSE
INT2025_01_0094,AI,13,TRUE
INT2025_01_0095,Human,300,TRUE
INT2025_01_0096,AI,9,TRUE
INT2025_01_0097,AI,47,TRUE
INT2025_01_0098,Human,520,FALSE
INT2025_01_0099,AI,18,TRUE
INT2025_01_0100,Human,360,TRUE
INT2025_01_0101,AI,25,TRUE
INT2025_01_0102,AI,38,TRUE
INT2025_01_0103,Human,410,TRUE
INT2025_01_0104,AI,15,TRUE
INT2025_01_0105,Human,290,TRUE
INT2025_01_0106,AI,10,TRUE
INT2025_01_0107,AI,55,TRUE
INT2025_01_0108,Human,600,FALSE
INT2025_01_0109,AI,19,TRUE
INT2025_01_0110,Human,340,TRUE
INT2025_01_0111,AI,17,TRUE
INT2025_01_0112,AI,26,TRUE
INT2025_01_0113,Human,310,TRUE
INT2025_01_0114,AI,12,TRUE
INT2025_01_0115,Human,480,FALSE
INT2025_01_0116,AI,9,TRUE
INT2025_01_0117,AI,44,TRUE
INT2025_01_0118,Human,360,TRUE
INT2025_01_0119,AI,15,TRUE
INT2025_01_0120,Human,420,TRUE
INT2025_01_0121,AI,20,TRUE
INT2025_01_0122,AI,33,TRUE
INT2025_01_0123,Human,510,FALSE
INT2025_01_0124,AI,14,TRUE
INT2025_01_0125,Human,300,TRUE
INT2025_01_0126,AI,8,TRUE
INT2025_01_0127,AI,52,TRUE
INT2025_01_0128,Human,390,TRUE
INT2025_01_0129,AI,18,TRUE
INT2025_01_0130,Human,600,FALSE
INT2025_01_0131,AI,21,TRUE
INT2025_01_0132,AI,35,TRUE
INT2025_01_0133,Human,450,TRUE
INT2025_01_0134,AI,16,TRUE
INT2025_01_0135,Human,280,TRUE
INT2025_01_0136,AI,10,TRUE
INT2025_01_0137,AI,48,TRUE
INT2025_01_0138,Human,520,FALSE
INT2025_01_0139,AI,13,TRUE
INT2025_01_0140,Human,360,TRUE
INT2025_01_0141,AI,24,TRUE
INT2025_01_0142,AI,37,TRUE
INT2025_01_0143,Human,410,TRUE
INT2025_01_0144,AI,15,TRUE
INT2025_01_0145,Human,330,TRUE
INT2025_01_0146,AI,11,TRUE
INT2025_01_0147,AI,50,TRUE
INT2025_01_0148,Human,480,FALSE
INT2025_01_0149,AI,19,TRUE
INT2025_01_0150,Human,390,TRUE
INT2025_01_0151,AI,22,TRUE
INT2025_01_0152,AI,31,TRUE
INT2025_01_0153,Human,430,TRUE
INT2025_01_0154,AI,14,TRUE
INT2025_01_0155,Human,600,FALSE
INT2025_01_0156,AI,9,TRUE
INT2025_01_0157,AI,46,TRUE
INT2025_01_0158,Human,350,TRUE
INT2025_01_0159,AI,16,TRUE
INT2025_01_0160,Human,500,TRUE
INT2025_01_0161,AI,20,TRUE
INT2025_01_0162,AI,34,TRUE
INT2025_01_0163,Human,470,FALSE
INT2025_01_0164,AI,12,TRUE
INT2025_01_0165,Human,300,TRUE
INT2025_01_0166,AI,8,TRUE
INT2025_01_0167,AI,54,TRUE
INT2025_01_0168,Human,380,TRUE
INT2025_01_0169,AI,17,TRUE
INT2025_01_0170,Human,420,TRUE
INT2025_01_0171,AI,23,TRUE
INT2025_01_0172,AI,36,TRUE
INT2025_01_0173,Human,460,FALSE
INT2025_01_0174,AI,15,TRUE
INT2025_01_0175,Human,320,TRUE
INT2025_01_0176,AI,10,TRUE
INT2025_01_0177,AI,49,TRUE
INT2025_01_0178,Human,510,FALSE
INT2025_01_0179,AI,18,TRUE
INT2025_01_0180,Human,370,TRUE
INT2025_01_0181,AI,21,TRUE
INT2025_01_0182,AI,32,TRUE
INT2025_01_0183,Human,440,TRUE
INT2025_01_0184,AI,14,TRUE
INT2025_01_0185,Human,600,FALSE
INT2025_01_0186,AI,9,TRUE
INT2025_01_0187,AI,47,TRUE
INT2025_01_0188,Human,390,TRUE
INT2025_01_0189,AI,16,TRUE
INT2025_01_0190,Human,480,TRUE
INT2025_01_0191,AI,22,TRUE
INT2025_01_0192,AI,30,TRUE
INT2025_01_0193,Human,420,FALSE
INT2025_01_0194,AI,13,TRUE
INT2025_01_0195,Human,300,TRUE
INT2025_01_0196,AI,8,TRUE
INT2025_01_0197,AI,53,TRUE
INT2025_01_0198,Human,520,FALSE
INT2025_01_0199,AI,19,TRUE
INT2025_01_0200,Human,360,TRUE
INT2025_01_0201,AI,25,TRUE
INT2025_01_0202,AI,38,TRUE
INT2025_01_0203,Human,410,TRUE
INT2025_01_0204,AI,15,TRUE
INT2025_01_0205,Human,290,TRUE
INT2025_01_0206,AI,10,TRUE
INT2025_01_0207,AI,56,TRUE
INT2025_01_0208,Human,600,FALSE
INT2025_01_0209,AI,18,TRUE
INT2025_01_0210,Human,340,TRUE
INT2025_01_0211,AI,20,TRUE
INT2025_01_0212,Human,360,TRUE
INT2025_01_0213,AI,15,TRUE
INT2025_01_0214,Human,480,FALSE
INT2025_01_0215,AI,9,TRUE
INT2025_01_0216,AI,42,TRUE
INT2025_01_0217,Human,300,TRUE
INT2025_01_0218,AI,18,TRUE
INT2025_01_0219,Human,600,FALSE
INT2025_01_0220,AI,22,TRUE
INT2025_01_0221,AI,,NULL
INT2025_01_0222,Human,390,TRUE
INT2025_01_0223,AI,14,TRUE
INT2025_01_0224,Human,450,FALSE
INT2025_01_0225,AI,27,TRUE
