interaction_id,timestamp,hotel_id,channel,language,request_type,complexity
INT2025_08_0026,15/08/2025 13:07,hotel_04,instagram,NO,spa_reservation,simple
INT2025_08_0027,16/08/2025 14:24,hotel_08,facebook,EN,technical_issue,medium
INT2025_08_0028,16/08/2025 14:59,hotel_06,email,,info,complex
INT2025_08_0029,17/08/2025 15:43,hotel_03,website_chat,NO,booking,simple
INT2025_08_0030,17/08/2025 16:35,hotel_07,websit_chat,EN,complaint,medium
INT2025_08_0031,18/08/2025 08:00,hotel_99,facebook,,check_in,complex
INT2025_08_0032,18/08/2025 09:18,hotel_05,email,NO,servce,simple
INT2025_08_0033,19/08/2025 09:47,hotel_02,instagram,EN,service_request,medium
INT2025_08_0034,19/08/2025 11:05,hotel_09,website_chat,,info,simple
INT2025_08_0035,20/08/2025 12:19,hotel_14,websit_chat,NO,spa_reservation,complex
INT2025_08_0036,20/08/2025 12:52,hotel_13,facebook,EN,technical_issue,simple
INT2025_08_0037,21/08/2025 14:09,hotel_10,email,,booking,medium
INT2025_08_0038,21/08/2025 15:25,hotel_11,website_chat,NO,check_out,complex
INT2025_08_0039,22/08/2025 15:38,hotel_12,websit_chat,EN,complaint,simple
INT2025_08_0040,22/08/2025 16:53,hotel_04,instagram,,info,medium
INT2025_08_0041,23/08/2025 07:42,hotel_08,facebook,NO,servce,complex
INT2025_08_0042,23/08/2025 08:58,hotel_06,email,EN,booking,simple
INT2025_08_0043,24/08/2025 10:14,hotel_03,website_chat,,service_request,medium
INT2025_08_0044,24/08/2025 11:29,hotel_99,websit_chat,NO,spa_reservation,complex
INT2025_08_0045,25/08/2025 12:03,hotel_07,instagram,EN,technical_issue,simple
INT2025_08_0046,25/08/2025 13:20,hotel_05,facebook,,check_in,medium
INT2025_08_0047,26/08/2025 13:54,hotel_02,email,NO,info,complex
INT2025_08_0048,26/08/2025 15:08,hotel_09,website_chat,EN,complaint,simple
INT2025_08_0049,27/08/2025 16:24,hotel_14,websit_chat,,booking,medium
INT2025_08_0050,27/08/2025 16:59,hotel_13,instagram,NO,check_out,complex
INT2025_08_0051,28/08/2025 07:37,hotel_10,facebook,EN,servce,simple
INT2025_08_0052,28/08/2025 08:53,hotel_11,email,,service_request,medium
INT2025_08_0053,29/08/2025 10:09,hotel_12,website_chat,NO,spa_reservation,complex
INT2025_08_0054,29/08/2025 11:24,hotel_04,websit_chat,EN,technical_issue,simple
INT2025_08_0055,30/08/2025 11:59,hotel_08,instagram,,info,medium
INT2025_08_0056,30/08/2025 13:14,hotel_06,facebook,NO,booking,complex
INT2025_08_0057,31/08/2025 14:29,hotel_03,email,EN,check_in,simple
INT2025_08_0058,31/08/2025 15:04,hotel_99,website_chat,,complaint,medium
INT2025_08_0059,01/08/2025 15:49,hotel_07,websit_chat,NO,servce,complex
INT2025_08_0060,01/08/2025 16:34,hotel_05,instagram,EN,service_request,simple
INT2025_08_0061,02/08/2025 07:53,hotel_02,facebook,,spa_reservation,medium
INT2025_08_0062,02/08/2025 09:09,hotel_09,email,NO,technical_issue,complex
INT2025_08_0063,03/08/2025 10:24,hotel_14,website_chat,EN,info,simple
INT2025_08_0064,03/08/2025 10:59,hotel_13,websit_chat,,booking,medium
INT2025_08_0065,04/08/2025 12:14,hotel_10,instagram,NO,check_out,complex
INT2025_08_0066,04/08/2025 13:29,hotel_11,facebook,EN,complaint,simple
INT2025_08_0067,05/08/2025 14:04,hotel_12,email,,servce,medium
INT2025_08_0068,05/08/2025 15:19,hotel_04,website_chat,NO,check_in,complex
INT2025_08_0069,06/08/2025 15:54,hotel_08,websit_chat,EN,service_request,simple
INT2025_08_0070,06/08/2025 17:09,hotel_06,instagram,,spa_reservation,medium
INT2025_08_0071,07/08/2025 07:48,hotel_400,facebook,NO,technical_issue,complex
INT2025_08_0072,07/08/2025 09:04,hotel_99,email,EN,info,simple
INT2025_08_0073,08/08/2025 10:19,hotel_07,website_chat,,booking,medium
INT2025_08_0074,08/08/2025 10:54,hotel_05,websit_chat,NO,complaint,complex
INT2025_08_0075,09/08/2025 12:09,hotel_02,instagram,EN,check_out,simple
INT2025_08_0076,09/08/2025 13:24,hotel_09,facebook,,servce,medium
INT2025_08_0077,10/08/2025 13:59,hotel_14,email,NO,service_request,complex
INT2025_08_0078,10/08/2025 15:14,hotel_13,website_chat,EN,spa_reservation,simple
INT2025_08_0079,11/08/2025 16:29,hotel_10,websit_chat,,technical_issue,medium
INT2025_08_0080,11/08/2025 17:04,hotel_11,instagram,NO,check_in,complex
INT2025_08_0081,12/08/2025 07:39,hotel_12,facebook,EN,info,simple
INT2025_08_0082,12/08/2025 08:54,hotel_04,email,,booking,medium
INT2025_08_0083,13/08/2025 10:09,hotel_08,website_chat,NO,complaint,complex
INT2025_08_0084,13/08/2025 11:24,hotel_06,websit_chat,EN,check_out,simple
INT2025_08_0085,14/08/2025 11:59,hotel_03,instagram,,servce,medium
INT2025_08_0086,14/08/2025 13:14,hotel_99,facebook,NO,service_request,complex
INT2025_08_0087,15/08/2025 14:29,hotel_07,email,EN,spa_reservation,simple
INT2025_08_0088,15/08/2025 15:04,hotel_05,website_chat,,technical_issue,medium
INT2025_08_0089,16/08/2025 15:49,hotel_02,websit_chat,NO,info,complex
INT2025_08_0090,16/08/2025 16:34,hotel_09,instagram,EN,check_in,simple
INT2025_08_0091,17/08/2025 07:53,hotel_14,facebook,,booking,medium
INT2025_08_0092,17/08/2025 09:09,hotel_13,email,NO,complaint,complex
INT2025_08_0093,18/08/2025 10:24,hotel_10,website_chat,EN,servce,simple
INT2025_08_0094,18/08/2025 10:59,hotel_11,websit_chat,,service_request,medium
INT2025_08_0095,19/08/2025 12:14,hotel_12,instagram,NO,spa_reservation,complex
INT2025_08_0096,19/08/2025 13:29,hotel_04,facebook,EN,technical_issue,simple
INT2025_08_0097,20/08/2025 14:04,hotel_08,email,,check_out,medium
INT2025_08_0098,20/08/2025 15:19,hotel_400,website_chat,NO,info,complex
INT2025_08_0099,21/08/2025 15:54,hotel_06,websit_chat,EN,booking,simple
INT2025_08_0100,21/08/2025 17:09,hotel_03,instagram,,complaint,medium
INT2025_08_0101,22/08/2025 07:48,hotel_99,facebook,NO,check_in,complex
INT2025_08_0102,22/08/2025 09:04,hotel_07,email,EN,servce,simple
INT2025_08_0103,23/08/2025 10:19,hotel_05,website_chat,,service_request,medium
INT2025_08_0104,23/08/2025 10:54,hotel_02,websit_chat,NO,spa_reservation,complex
INT2025_08_0105,24/08/2025 12:09,hotel_09,instagram,EN,technical_issue,simple
INT2025_08_0106,24/08/2025 13:24,hotel_14,facebook,,info,medium
INT2025_08_0107,25/08/2025 13:59,hotel_13,email,NO,booking,complex
INT2025_08_0108,25/08/2025 15:14,hotel_10,website_chat,EN,check_out,simple
INT2025_08_0109,26/08/2025 16:29,hotel_11,websit_chat,,complaint,medium
INT2025_08_0110,26/08/2025 17:04,hotel_12,instagram,NO,servce,complex
INT2025_08_0111,27/08/2025 07:39,hotel_04,facebook,EN,service_request,simple
INT2025_08_0112,27/08/2025 08:54,hotel_08,email,,spa_reservation,medium
INT2025_08_0113,28/08/2025 10:09,hotel_06,website_chat,NO,technical_issue,complex
INT2025_08_0114,28/08/2025 11:24,hotel_03,websit_chat,EN,check_in,simple
INT2025_08_0115,29/08/2025 11:59,hotel_99,instagram,,info,medium
INT2025_08_0116,29/08/2025 13:14,hotel_07,facebook,NO,booking,complex
INT2025_08_0117,30/08/2025 14:29,hotel_05,email,EN,complaint,simple
INT2025_08_0118,30/08/2025 15:04,hotel_02,website_chat,,check_out,medium
INT2025_08_0119,31/08/2025 15:49,hotel_09,websit_chat,NO,servce,complex
INT2025_08_0120,31/08/2025 16:34,hotel_14,instagram,EN,service_request,simple
INT2025_08_0121,01/08/2025 07:53,hotel_13,facebook,,spa_reservation,medium
INT2025_08_0122,01/08/2025 09:09,hotel_10,email,NO,technical_issue,complex
INT2025_08_0123,02/08/2025 10:24,hotel_11,website_chat,EN,info,simple
INT2025_08_0124,02/08/2025 10:59,hotel_400,websit_chat,,check_in,medium
INT2025_08_0125,03/08/2025 12:14,hotel_04,instagram,NO,booking,complex
INT2025_08_0126,03/08/2025 13:29,hotel_08,facebook,EN,complaint,simple
INT2025_08_0127,04/08/2025 14:04,hotel_99,email,,servce,medium
INT2025_08_0128,04/08/2025 15:19,hotel_06,website_chat,NO,service_request,complex
INT2025_08_0129,05/08/2025 15:54,hotel_03,websit_chat,EN,spa_reservation,simple
INT2025_08_0130,05/08/2025 17:09,hotel_07,instagram,,technical_issue,medium
INT2025_08_0131,06/08/2025 07:48,hotel_05,facebook,NO,check_out,complex
INT2025_08_0132,06/08/2025 09:04,hotel_02,email,EN,info,simple
INT2025_08_0133,07/08/2025 10:19,hotel_09,website_chat,,booking,medium
INT2025_08_0134,07/08/2025 10:54,hotel_14,websit_chat,NO,complaint,complex
INT2025_08_0135,08/08/2025 12:09,hotel_13,instagram,EN,check_in,simple
INT2025_08_0136,08/08/2025 13:24,hotel_10,facebook,,servce,medium
INT2025_08_0137,09/08/2025 13:59,hotel_11,email,NO,service_request,complex
INT2025_08_0138,09/08/2025 15:14,hotel_99,website_chat,EN,spa_reservation,simple
INT2025_08_0139,10/08/2025 16:29,hotel_12,websit_chat,,technical_issue,medium
INT2025_08_0140,10/08/2025 17:04,hotel_04,instagram,NO,info,complex
INT2025_08_0141,11/08/2025 07:39,hotel_08,facebook,EN,booking,simple
INT2025_08_0142,11/08/2025 08:54,hotel_06,email,,check_out,medium
INT2025_08_0143,12/08/2025 10:09,hotel_03,website_chat,NO,complaint,complex
INT2025_08_0144,12/08/2025 11:24,hotel_07,websit_chat,EN,servce,simple
INT2025_08_0145,13/08/2025 11:59,hotel_05,instagram,,service_request,medium
INT2025_08_0146,13/08/2025 13:14,hotel_02,facebook,NO,spa_reservation,complex
INT2025_08_0147,14/08/2025 14:29,hotel_09,email,EN,technical_issue,simple
INT2025_08_0148,14/08/2025 15:04,hotel_14,website_chat,,check_in,medium
INT2025_08_0149,15/08/2025 15:49,hotel_13,websit_chat,NO,info,complex
INT2025_08_0150,15/08/2025 16:34,hotel_400,instagram,EN,booking,simple
INT2025_08_0151,16/08/2025 07:53,hotel_11,facebook,,complaint,medium
INT2025_08_0152,16/08/2025 09:09,hotel_99,email,NO,check_out,complex
INT2025_08_0153,17/08/2025 10:24,hotel_12,website_chat,EN,servce,simple
INT2025_08_0154,17/08/2025 10:59,hotel_04,websit_chat,,service_request,medium
INT2025_08_0155,18/08/2025 12:14,hotel_08,instagram,NO,spa_reservation,complex
INT2025_08_0156,18/08/2025 13:29,hotel_06,facebook,EN,technical_issue,simple
INT2025_08_0157,19/08/2025 14:04,hotel_03,email,,info,medium
INT2025_08_0158,19/08/2025 15:19,hotel_07,website_chat,NO,check_in,complex
INT2025_08_0159,20/08/2025 15:54,hotel_05,websit_chat,EN,booking,simple
INT2025_08_0160,20/08/2025 17:09,hotel_02,instagram,,complaint,medium
INT2025_08_0161,21/08/2025 07:48,hotel_09,facebook,NO,servce,complex
INT2025_08_0162,21/08/2025 09:04,hotel_14,email,EN,service_request,simple
INT2025_08_0163,22/08/2025 10:19,hotel_13,website_chat,,spa_reservation,medium
INT2025_08_0164,22/08/2025 10:54,hotel_99,websit_chat,NO,technical_issue,complex
INT2025_08_0165,23/08/2025 12:09,hotel_10,instagram,EN,check_out,simple
INT2025_08_0166,23/08/2025 13:24,hotel_11,facebook,,info,medium
INT2025_08_0167,24/08/2025 13:59,hotel_12,email,NO,booking,complex
INT2025_08_0168,24/08/2025 15:14,hotel_04,website_chat,EN,complaint,simple
INT2025_08_0169,25/08/2025 16:29,hotel_08,websit_chat,,check_in,medium
INT2025_08_0170,25/08/2025 17:04,hotel_06,instagram,NO,servce,complex
INT2025_08_0171,26/08/2025 07:39,hotel_400,facebook,EN,service_request,simple
INT2025_08_0172,26/08/2025 08:54,hotel_07,email,,spa_reservation,medium
INT2025_08_0173,27/08/2025 10:09,hotel_05,website_chat,NO,technical_issue,complex
INT2025_08_0174,27/08/2025 11:24,hotel_02,websit_chat,EN,info,simple
INT2025_08_0175,28/08/2025 11:59,hotel_09,instagram,,booking,medium
INT2025_08_0176,28/08/2025 13:14,hotel_14,facebook,NO,check_out,complex
INT2025_08_0177,29/08/2025 14:29,hotel_13,email,EN,complaint,simple
INT2025_08_0178,29/08/2025 15:04,hotel_99,website_chat,,servce,medium
INT2025_08_0179,30/08/2025 15:49,hotel_03,websit_chat,NO,service_request,complex
INT2025_08_0180,30/08/2025 16:34,hotel_11,instagram,EN,spa_reservation,simple
INT2025_08_0181,31/08/2025 07:53,hotel_12,facebook,,technical_issue,medium
INT2025_08_0182,31/08/2025 09:09,hotel_04,email,NO,check_in,complex
INT2025_08_0183,01/08/2025 10:24,hotel_08,website_chat,EN,info,simple
INT2025_08_0184,01/08/2025 10:59,hotel_06,websit_chat,,booking,medium
INT2025_08_0185,02/08/2025 12:14,hotel_07,instagram,NO,complaint,complex
INT2025_08_0186,02/08/2025 13:29,hotel_05,facebook,EN,check_out,simple
INT2025_08_0187,03/08/2025 14:04,hotel_02,email,,servce,medium
INT2025_08_0188,03/08/2025 15:19,hotel_09,website_chat,NO,service_request,complex
INT2025_08_0189,04/08/2025 15:54,hotel_14,websit_chat,EN,spa_reservation,simple
INT2025_08_0190,04/08/2025 17:09,hotel_400,instagram,,technical_issue,medium
INT2025_08_0191,05/08/2025 07:48,hotel_10,facebook,NO,info,complex
INT2025_08_0192,05/08/2025 09:04,hotel_99,email,EN,check_in,simple
INT2025_08_0193,06/08/2025 10:19,hotel_13,website_chat,,booking,medium
INT2025_08_0194,06/08/2025 10:54,hotel_11,websit_chat,NO,complaint,complex
INT2025_08_0195,07/08/2025 12:09,hotel_12,instagram,EN,servce,simple
INT2025_08_0196,07/08/2025 13:24,hotel_04,facebook,,service_request,medium
INT2025_08_0197,08/08/2025 13:59,hotel_08,email,NO,spa_reservation,complex
INT2025_08_0198,08/08/2025 15:14,hotel_06,website_chat,EN,technical_issue,simple
INT2025_08_0199,09/08/2025 16:29,hotel_03,websit_chat,,check_out,medium
INT2025_08_0200,09/08/2025 17:04,hotel_07,instagram,NO,info,complex
INT2025_08_0201,10/08/2025 07:39,hotel_05,facebook,EN,booking,simple
INT2025_08_0202,10/08/2025 08:54,hotel_02,email,,complaint,medium
INT2025_08_0203,11/08/2025 10:09,hotel_09,website_chat,NO,check_in,complex
INT2025_08_0204,11/08/2025 11:24,hotel_99,websit_chat,EN,servce,simple
INT2025_08_0205,12/08/2025 11:59,hotel_14,instagram,,service_request,medium
INT2025_08_0206,12/08/2025 13:14,hotel_13,facebook,NO,spa_reservation,complex
INT2025_08_0207,13/08/2025 14:29,hotel_10,email,EN,technical_issue,simple
INT2025_08_0208,13/08/2025 15:04,hotel_11,website_chat,,info,medium
INT2025_08_0209,14/08/2025 15:49,hotel_400,websit_chat,NO,booking,complex
INT2025_08_0210,14/08/2025 16:34,hotel_04,instagram,EN,check_out,simple
INT2025_08_0211,15/08/2025 07:53,hotel_08,facebook,,complaint,medium
INT2025_08_0212,15/08/2025 09:09,hotel_06,email,NO,servce,complex
INT2025_08_0213,16/08/2025 10:24,hotel_03,website_chat,EN,service_request,simple
INT2025_08_0214,16/08/2025 10:59,hotel_07,websit_chat,,spa_reservation,medium
INT2025_08_0215,17/08/2025 12:14,hotel_05,instagram,NO,technical_issue,complex
INT2025_08_0216,17/08/2025 13:29,hotel_02,facebook,EN,check_in,simple
INT2025_08_0217,18/08/2025 14:04,hotel_09,email,,info,medium
INT2025_08_0218,18/08/2025 15:19,hotel_99,website_chat,NO,booking,complex
INT2025_08_0219,19/08/2025 15:54,hotel_12,websit_chat,EN,complaint,simple
INT2025_08_0220,19/08/2025 17:09,hotel_14,instagram,,servce,medium
INT2025_08_0221,20/08/2025 07:48,hotel_13,facebook,NO,service_request,complex
INT2025_08_0222,20/08/2025 09:04,hotel_10,email,EN,spa_reservation,simple
INT2025_08_0223,21/08/2025 10:19,hotel_11,website_chat,,technical_issue,medium
INT2025_08_0224,21/08/2025 10:54,hotel_04,websit_chat,NO,check_out,complex
INT2025_08_0225,22/08/2025 12:09,hotel_08,instagram,EN,info,simple
INT2025_08_0226,22/08/2025 13:24,hotel_06,facebook,,booking,medium
INT2025_08_0227,23/08/2025 13:59,hotel_03,email,NO,check_in,complex
INT2025_08_0228,23/08/2025 15:14,hotel_07,website_chat,EN,complaint,simple
INT2025_08_0229,24/08/2025 16:29,hotel_400,websit_chat,,servce,medium
INT2025_08_0230,24/08/2025 17:04,hotel_02,instagram,NO,service_request,complex
INT2025_08_0231,25/08/2025 07:39,hotel_09,facebook,EN,spa_reservation,simple
INT2025_08_0232,25/08/2025 08:54,hotel_99,email,,technical_issue,medium
INT2025_08_0233,26/08/2025 10:09,hotel_05,website_chat,NO,info,complex
INT2025_08_0234,26/08/2025 11:24,hotel_12,websit_chat,EN,booking,simple
INT2025_08_0235,27/08/2025 11:59,hotel_14,instagram,,check_out,medium
INT2025_08_0236,27/08/2025 13:14,hotel_13,facebook,NO,complaint,complex
INT2025_08_0237,28/08/2025 14:29,hotel_10,email,EN,servce,simple
INT2025_08_0238,28/08/2025 15:04,hotel_11,website_chat,,service_request,medium
INT2025_08_0239,29/08/2025 15:49,hotel_04,websit_chat,NO,spa_reservation,complex
INT2025_08_0240,29/08/2025 16:34,hotel_08,instagram,EN,technical_issue,simple
INT2025_08_0241,30/08/2025 07:53,hotel_06,facebook,,check_in,medium
INT2025_08_0242,30/08/2025 09:09,hotel_03,email,NO,info,complex
INT2025_08_0243,31/08/2025 10:24,hotel_07,website_chat,EN,booking,simple
INT2025_08_0244,31/08/2025 10:59,hotel_05,websit_chat,,complaint,medium
INT2025_08_0245,01/08/2025 12:14,hotel_99,instagram,NO,check_out,complex
INT2025_08_0246,01/08/2025 13:29,hotel_02,facebook,EN,servce,simple
INT2025_08_0247,02/08/2025 14:04,hotel_400,email,,service_request,medium
INT2025_08_0248,02/08/2025 15:19,hotel_12,website_chat,NO,spa_reservation,complex
INT2025_08_0249,03/08/2025 15:54,hotel_14,websit_chat,EN,technical_issue,simple
INT2025_08_0250,03/08/2025 17:09,hotel_13,instagram,,info,medium
INT2025_08_0251,04/08/2025 07:48,hotel_10,facebook,NO,booking,complex
INT2025_08_0252,04/08/2025 09:04,hotel_11,email,EN,check_in,simple
INT2025_08_0253,05/08/2025 10:19,hotel_04,website_chat,,complaint,medium
INT2025_08_0254,05/08/2025 11:24,hotel_08,websit_chat,NO,servce,complex
INT2025_08_0255,06/08/2025 11:59,hotel_06,instagram,EN,service_request,simple
INT2025_08_0256,06/08/2025 13:14,hotel_03,facebook,,spa_reservation,medium
INT2025_08_0257,07/08/2025 14:29,hotel_07,email,NO,technical_issue,complex
INT2025_08_0258,07/08/2025 15:04,hotel_99,website_chat,EN,check_out,simple
INT2025_08_0259,08/08/2025 16:29,hotel_09,websit_chat,,info,medium
INT2025_08_0260,08/08/2025 17:04,hotel_05,instagram,NO,booking,complex
INT2025_08_0261,09/08/2025 07:39,hotel_02,facebook,EN,complaint,simple
INT2025_08_0262,09/08/2025 08:54,hotel_12,email,,servce,medium
INT2025_08_0263,10/08/2025 10:09,hotel_14,website_chat,NO,service_request,complex
INT2025_08_0264,10/08/2025 11:24,hotel_13,websit_chat,EN,spa_reservation,simple
INT2025_08_0265,11/08/2025 11:59,hotel_10,instagram,,technical_issue,medium
INT2025_08_0266,11/08/2025 13:14,hotel_11,facebook,NO,check_in,complex
INT2025_08_0267,12/08/2025 14:29,hotel_04,email,EN,info,simple
INT2025_08_0268,12/08/2025 15:04,hotel_400,website_chat,,booking,medium
INT2025_08_0269,13/08/2025 15:49,hotel_06,websit_chat,NO,check_out,complex
INT2025_08_0270,13/08/2025 16:34,hotel_03,instagram,EN,complaint,simple
INT2025_08_0271,14/08/2025 07:53,hotel_99,facebook,,servce,medium
INT2025_08_0272,14/08/2025 09:09,hotel_08,email,NO,service_request,complex
INT2025_08_0273,15/08/2025 10:24,hotel_07,website_chat,EN,spa_reservation,simple
INT2025_08_0274,15/08/2025 10:59,hotel_05,websit_chat,,technical_issue,medium
INT2025_08_0275,16/08/2025 12:14,hotel_02,instagram,NO,info,complex
INT2025_08_0276,16/08/2025 13:29,hotel_09,facebook,EN,check_in,simple
INT2025_08_0277,17/08/2025 14:04,hotel_12,email,,booking,medium
INT2025_08_0278,17/08/2025 15:19,hotel_14,website_chat,NO,complaint,complex
INT2025_08_0279,18/08/2025 15:54,hotel_13,websit_chat,EN,servce,simple
INT2025_08_0280,18/08/2025 17:09,hotel_10,instagram,,service_request,medium
INT2025_08_0281,19/08/2025 07:48,hotel_11,facebook,NO,spa_reservation,complex
INT2025_08_0282,19/08/2025 09:04,hotel_04,email,EN,technical_issue,simple
INT2025_08_0283,20/08/2025 10:19,hotel_08,website_chat,,check_out,medium
INT2025_08_0284,20/08/2025 11:24,hotel_99,websit_chat,NO,info,complex
INT2025_08_0285,21/08/2025 11:59,hotel_400,instagram,EN,booking,simple
INT2025_08_0286,21/08/2025 13:14,hotel_03,facebook,,complaint,medium
INT2025_08_0287,22/08/2025 14:29,hotel_07,email,NO,servce,complex
INT2025_08_0288,22/08/2025 15:04,hotel_05,website_chat,EN,service_request,simple
INT2025_08_0289,23/08/2025 16:29,hotel_02,websit_chat,,spa_reservation,medium
INT2025_08_0290,23/08/2025 17:04,hotel_09,instagram,NO,technical_issue,complex
INT2025_08_0291,24/08/2025 07:39,hotel_12,facebook,EN,check_in,simple
INT2025_08_0292,24/08/2025 08:54,hotel_14,email,,info,medium
INT2025_08_0293,25/08/2025 10:09,hotel_13,website_chat,NO,booking,complex
INT2025_08_0294,25/08/2025 11:24,hotel_10,websit_chat,EN,check_out,simple
INT2025_08_0295,26/08/2025 11:59,hotel_11,instagram,,complaint,medium
INT2025_08_0296,26/08/2025 13:14,hotel_04,facebook,NO,servce,complex
INT2025_08_0297,27/08/2025 14:29,hotel_08,email,EN,service_request,simple
INT2025_08_0298,27/08/2025 15:04,hotel_06,website_chat,,spa_reservation,medium
INT2025_08_0299,28/08/2025 16:29,hotel_99,websit_chat,NO,technical_issue,complex
INT2025_08_0300,28/08/2025 17:04,hotel_07,instagram,EN,info,simple
INT2025_08_0301,29/08/2025 07:53,hotel_05,facebook,,booking,medium
INT2025_08_0302,29/08/2025 09:09,hotel_02,email,NO,check_in,complex
INT2025_08_0303,30/08/2025 10:24,hotel_400,website_chat,EN,complaint,simple
INT2025_08_0304,30/08/2025 10:59,hotel_03,websit_chat,,servce,medium
INT2025_08_0305,31/08/2025 12:14,hotel_12,instagram,NO,service_request,complex
INT2025_08_0306,31/08/2025 13:29,hotel_14,facebook,EN,spa_reservation,simple
INT2025_08_0307,01/08/2025 14:04,hotel_13,email,,technical_issue,medium
INT2025_08_0308,01/08/2025 15:19,hotel_10,website_chat,NO,check_out,complex
INT2025_08_0309,02/08/2025 15:54,hotel_11,websit_chat,EN,info,simple
INT2025_08_0310,02/08/2025 17:09,hotel_04,instagram,,booking,medium
INT2025_08_0311,03/08/2025 07:48,hotel_08,facebook,NO,complaint,complex
INT2025_08_0312,03/08/2025 09:04,hotel_99,email,EN,servce,simple
INT2025_08_0313,04/08/2025 10:19,hotel_09,website_chat,,service_request,medium
INT2025_08_0314,04/08/2025 11:24,hotel_07,websit_chat,NO,spa_reservation,complex
INT2025_08_0315,05/08/2025 11:59,hotel_05,instagram,EN,technical_issue,simple
INT2025_08_0316,05/08/2025 13:14,hotel_02,facebook,,check_in,medium
INT2025_08_0317,06/08/2025 14:29,hotel_06,email,NO,info,complex
INT2025_08_0318,06/08/2025 15:04,hotel_03,website_chat,EN,booking,simple
INT2025_08_0319,07/08/2025 16:29,hotel_12,websit_chat,,check_out,medium
INT2025_08_0320,07/08/2025 17:04,hotel_14,instagram,NO,complaint,complex
INT2025_08_0321,08/08/2025 07:39,hotel_13,facebook,EN,servce,simple
INT2025_08_0322,08/08/2025 08:54,hotel_400,email,,service_request,medium
INT2025_08_0323,09/08/2025 10:09,hotel_11,website_chat,NO,spa_reservation,complex
INT2025_08_0324,09/08/2025 11:24,hotel_04,websit_chat,EN,technical_issue,simple
INT2025_08_0325,10/08/2025 11:59,hotel_08,instagram,,info,medium
INT2025_08_0326,10/08/2025 13:14,hotel_99,facebook,NO,check_in,complex
INT2025_08_0327,11/08/2025 14:29,hotel_10,email,EN,booking,simple
INT2025_08_0328,11/08/2025 15:04,hotel_07,website_chat,,complaint,medium
INT2025_08_0329,12/08/2025 16:29,hotel_05,websit_chat,NO,servce,complex
INT2025_08_0330,12/08/2025 17:04,hotel_02,instagram,EN,service_request,simple
INT2025_08_0331,13/08/2025 07:53,hotel_09,facebook,,spa_reservation,medium
INT2025_08_0332,13/08/2025 09:09,hotel_06,email,NO,technical_issue,complex
INT2025_08_0333,14/08/2025 10:24,hotel_03,website_chat,EN,check_out,simple
INT2025_08_0334,14/08/2025 10:59,hotel_12,websit_chat,,info,medium
