interaction_id,handled_by,response_time_s,resolved
INT2025_10_0349,AI,122,TRUE
INT2025_10_0352,Human,520,FALSE
INT2025_10_0353,AI,70,TRUE
INT2025_10_0355,Human,360,TRUE
INT2025_10_0357,AI,94,TRUE
INT2025_10_0358,AI,124,TRUE
INT2025_10_0361,Human,450,TRUE
INT2025_10_0362,AI,74,TRUE
INT2025_10_0364,Human,330,TRUE
INT2025_10_0366,AI,96,TRUE
INT2025_10_0367,AI,126,TRUE
INT2025_10_0370,Human,520,FALSE
INT2025_10_0371,AI,72,TRUE
INT2025_10_0373,Human,380,TRUE
INT2025_10_0375,AI,98,TRUE
INT2025_10_0376,AI,128,TRUE
INT2025_10_0379,Human,430,TRUE
INT2025_10_0380,AI,76,TRUE
INT2025_10_0382,Human,330,TRUE
INT2025_10_0384,AI,100,TRUE
INT2025_10_0385,AI,130,TRUE
INT2025_10_0388,Human,520,FALSE
INT2025_10_0389,AI,74,TRUE
INT2025_10_0391,Human,360,TRUE
INT2025_10_0393,AI,102,TRUE
INT2025_10_0394,AI,132,TRUE
INT2025_10_0397,Human,450,TRUE
INT2025_10_0398,AI,78,TRUE
INT2025_10_0400,Human,330,TRUE
INT2025_10_0402,AI,104,TRUE
INT2025_10_0403,AI,134,TRUE
INT2025_10_0406,Human,520,FALSE
INT2025_10_0407,AI,76,TRUE
INT2025_10_0409,Human,380,TRUE
INT2025_10_0411,AI,106,TRUE
INT2025_10_0412,AI,136,TRUE
INT2025_10_0415,Human,430,TRUE
INT2025_10_0417,AI,78,TRUE
INT2025_10_0419,Human,360,TRUE
INT2025_10_0421,AI,108,TRUE
INT2025_10_0422,AI,138,TRUE
INT2025_10_0425,Human,520,FALSE
INT2025_10_0426,AI,80,TRUE
INT2025_10_0428,Human,380,TRUE
INT2025_10_0430,AI,110,TRUE
INT2025_10_0431,AI,140,TRUE
INT2025_10_0434,Human,430,TRUE
INT2025_10_0435,AI,82,TRUE
INT2025_10_0437,Human,330,TRUE
INT2025_10_0439,AI,112,TRUE
INT2025_10_0440,AI,142,TRUE
INT2025_10_0443,Human,520,FALSE
INT2025_10_0444,AI,84,TRUE
INT2025_10_0446,Human,360,TRUE
INT2025_10_0448,AI,114,TRUE
INT2025_10_0449,AI,144,TRUE
INT2025_10_0452,Human,450,TRUE
INT2025_10_0453,AI,86,TRUE
INT2025_10_0455,Human,330,TRUE
INT2025_10_0457,AI,116,TRUE
INT2025_10_0458,AI,146,TRUE
INT2025_10_0461,Human,520,FALSE
INT2025_10_0462,AI,88,TRUE
INT2025_10_0464,Human,380,TRUE
INT2025_10_0466,AI,118,TRUE
INT2025_10_0467,AI,148,TRUE
INT2025_10_0470,Human,430,TRUE
INT2025_10_0471,AI,90,TRUE
INT2025_10_0473,Human,330,TRUE
INT2025_10_0475,AI,120,TRUE
INT2025_10_0476,AI,150,TRUE
INT2025_10_0479,Human,520,FALSE
INT2025_10_0480,AI,92,TRUE
INT2025_10_0482,Human,360,TRUE
INT2025_10_0484,AI,122,TRUE
INT2025_10_0485,AI,152,TRUE
INT2025_10_0488,Human,450,TRUE
INT2025_10_0489,AI,94,TRUE
INT2025_10_0491,AI,124,TRUE
