interaction_id,handled_by,response_time_s,resolved
INT2025_04_0075,AI,17,TRUE
INT2025_04_0076,Human,320,TRUE
INT2025_04_0077,AI,13,TRUE
INT2025_04_0078,AI,60,TRUE
INT2025_04_0079,Human,500,FALSE
INT2025_04_0080,AI,21,TRUE
INT2025_04_0081,Human,390,TRUE
INT2025_04_0082,AI,26,TRUE
INT2025_04_0083,AI,42,TRUE
INT2025_04_0084,Human,450,TRUE
INT2025_04_0085,AI,18,TRUE
INT2025_04_0086,Human,600,FALSE
INT2025_04_0087,AI,22,TRUE
INT2025_04_0088,AI,41,TRUE
INT2025_04_0089,Human,430,TRUE
INT2025_04_0090,AI,16,TRUE
INT2025_04_0091,Human,330,TRUE
INT2025_04_0092,AI,14,TRUE
INT2025_04_0093,AI,63,TRUE
INT2025_04_0094,Human,520,FALSE
INT2025_04_0095,AI,23,TRUE
INT2025_04_0096,Human,360,TRUE
INT2025_04_0097,AI,27,TRUE
INT2025_04_0098,AI,44,TRUE
INT2025_04_0099,Human,450,TRUE
INT2025_04_0100,AI,19,TRUE
INT2025_04_0101,Human,300,TRUE
INT2025_04_0102,AI,15,TRUE
INT2025_04_0103,AI,65,TRUE
INT2025_04_0104,Human,480,FALSE
INT2025_04_0105,AI,24,TRUE
INT2025_04_0106,Human,380,TRUE
INT2025_04_0107,AI,28,TRUE
INT2025_04_0108,AI,46,TRUE
INT2025_04_0109,Human,430,TRUE
INT2025_04_0110,AI,20,TRUE
INT2025_04_0111,AI,18,TRUE
INT2025_04_0112,AI,27,TRUE
INT2025_04_0113,Human,320,TRUE
INT2025_04_0114,AI,13,TRUE
INT2025_04_0116,AI,10,TRUE
INT2025_04_0117,AI,44,TRUE
INT2025_04_0118,Human,360,TRUE
INT2025_04_0119,AI,16,TRUE
INT2025_04_0120,Human,410,TRUE
INT2025_04_0121,AI,22,TRUE
INT2025_04_0122,AI,37,TRUE
INT2025_04_0123,Human,480,FALSE
INT2025_04_0124,AI,15,TRUE
INT2025_04_0125,Human,330,TRUE
INT2025_04_0126,AI,11,TRUE
INT2025_04_0128,Human,380,TRUE
INT2025_04_0129,AI,19,TRUE
INT2025_04_0130,Human,540,FALSE
INT2025_04_0131,AI,24,TRUE
INT2025_04_0132,AI,39,TRUE
INT2025_04_0133,Human,430,TRUE
INT2025_04_0134,AI,16,TRUE
INT2025_04_0135,Human,310,TRUE
INT2025_04_0136,AI,12,TRUE
INT2025_04_0137,AI,55,TRUE
INT2025_04_0138,Human,500,FALSE
INT2025_04_0139,AI,18,TRUE
INT2025_04_0140,Human,370,TRUE
INT2025_04_0141,AI,26,TRUE
INT2025_04_0142,AI,41,TRUE
INT2025_04_0143,Human,450,TRUE
INT2025_04_0144,AI,17,TRUE
INT2025_04_0146,Human,330,TRUE
INT2025_04_0147,AI,13,TRUE
INT2025_04_0148,AI,58,TRUE
INT2025_04_0149,Human,520,FALSE
INT2025_04_0150,AI,20,TRUE
INT2025_04_0151,Human,390,TRUE
INT2025_04_0152,AI,23,TRUE
INT2025_04_0153,AI,38,TRUE
INT2025_04_0154,Human,470,FALSE
INT2025_04_0155,AI,15,TRUE
INT2025_04_0156,Human,340,TRUE
INT2025_04_0157,AI,11,TRUE
INT2025_04_0158,AI,60,TRUE
INT2025_04_0159,Human,500,FALSE
INT2025_04_0160,AI,21,TRUE
INT2025_04_0161,Human,380,TRUE
INT2025_04_0162,AI,27,TRUE
INT2025_04_0163,AI,43,TRUE
INT2025_04_0164,Human,430,TRUE
INT2025_04_0165,AI,18,TRUE
INT2025_04_0166,Human,300,TRUE
INT2025_04_0167,AI,14,TRUE
INT2025_04_0168,AI,62,TRUE
INT2025_04_0169,Human,520,FALSE
INT2025_04_0170,AI,22,TRUE
INT2025_04_0171,Human,390,TRUE
INT2025_04_0172,AI,26,TRUE
INT2025_04_0173,AI,45,TRUE
INT2025_04_0174,Human,450,TRUE
INT2025_04_0175,AI,19,TRUE
INT2025_04_0176,Human,600,FALSE
INT2025_04_0177,AI,23,TRUE
INT2025_04_0178,AI,40,TRUE
INT2025_04_0179,Human,460,FALSE
INT2025_04_0180,AI,17,TRUE
INT2025_04_0181,Human,330,TRUE
INT2025_04_0182,AI,15,TRUE
INT2025_04_0183,AI,64,TRUE
INT2025_04_0184,Human,520,FALSE
INT2025_04_0185,AI,24,TRUE
INT2025_04_0186,Human,360,TRUE
INT2025_04_0187,AI,28,TRUE
INT2025_04_0188,AI,47,TRUE
INT2025_04_0189,Human,430,TRUE
INT2025_04_0190,AI,20,TRUE
INT2025_04_0191,Human,300,TRUE
INT2025_04_0192,AI,16,TRUE
INT2025_04_0193,AI,66,TRUE
INT2025_04_0194,Human,480,FALSE
INT2025_04_0195,AI,25,TRUE
INT2025_04_0196,Human,380,TRUE
INT2025_04_0197,AI,29,TRUE
INT2025_04_0198,AI,49,TRUE
INT2025_04_0199,Human,450,TRUE
INT2025_04_0200,AI,21,TRUE
INT2025_04_0201,Human,320,TRUE
INT2025_04_0202,AI,17,TRUE
INT2025_04_0203,AI,68,TRUE
INT2025_04_0204,Human,520,FALSE
INT2025_04_0205,AI,26,TRUE
INT2025_04_0206,Human,360,TRUE
INT2025_04_0207,AI,30,TRUE
INT2025_04_0208,AI,50,TRUE
INT2025_04_0209,Human,430,TRUE
INT2025_04_0210,AI,22,TRUE
INT2025_04_0211,AI,24,TRUE
INT2025_04_0213,Human,360,TRUE
INT2025_04_0216,AI,18,TRUE
INT2025_04_0217,AI,42,TRUE
INT2025_04_0220,Human,480,FALSE
INT2025_04_0221,AI,21,TRUE
INT2025_04_0223,AI,39,TRUE
INT2025_04_0224,Human,430,TRUE
INT2025_04_0227,AI,17,TRUE
INT2025_04_0228,Human,320,TRUE
INT2025_04_0230,AI,26,TRUE
INT2025_04_0231,AI,44,TRUE
INT2025_04_0234,Human,450,FALSE
INT2025_04_0235,AI,19,TRUE
INT2025_04_0237,Human,360,TRUE
INT2025_04_0239,AI,28,TRUE
INT2025_04_0240,AI,46,TRUE
INT2025_04_0243,Human,520,FALSE
INT2025_04_0244,AI,22,TRUE
INT2025_04_0246,Human,380,TRUE
INT2025_04_0247,AI,30,TRUE
INT2025_04_0249,AI,48,TRUE
INT2025_04_0250,Human,430,TRUE
INT2025_04_0253,AI,20,TRUE
INT2025_04_0254,Human,330,TRUE
INT2025_04_0256,AI,27,TRUE
INT2025_04_0257,AI,50,TRUE
INT2025_04_0260,Human,600,FALSE
INT2025_04_0261,AI,23,TRUE
INT2025_04_0263,AI,41,TRUE
INT2025_04_0264,Human,390,TRUE
INT2025_04_0267,AI,18,TRUE
INT2025_04_0268,Human,320,TRUE
INT2025_04_0270,AI,29,TRUE
INT2025_04_0271,AI,52,TRUE
INT2025_04_0274,Human,480,FALSE
INT2025_04_0275,AI,21,TRUE
INT2025_04_0277,Human,360,TRUE
INT2025_04_0279,AI,33,TRUE
INT2025_04_0280,AI,55,TRUE
INT2025_04_0283,Human,420,TRUE
INT2025_04_0284,AI,24,TRUE
INT2025_04_0286,Human,300,TRUE
INT2025_04_0287,AI,31,TRUE
INT2025_04_0289,AI,58,TRUE
INT2025_04_0290,Human,520,FALSE
INT2025_04_0293,AI,22,TRUE
INT2025_04_0294,Human,380,TRUE
INT2025_04_0296,AI,35,TRUE
INT2025_04_0297,AI,60,TRUE
INT2025_04_0300,Human,450,TRUE
INT2025_04_0301,AI,25,TRUE
INT2025_04_0303,Human,330,TRUE
INT2025_04_0304,AI,34,TRUE
INT2025_04_0306,AI,62,TRUE
INT2025_04_0307,Human,480,FALSE
INT2025_04_0310,AI,26,TRUE
INT2025_04_0311,Human,360,TRUE
INT2025_04_0313,AI,38,TRUE
INT2025_04_0314,AI,65,TRUE
INT2025_04_0315,Human,420,TRUE
INT2025_04_0318,AI,28,TRUE
INT2025_04_0320,Human,360,TRUE
INT2025_04_0322,AI,41,TRUE
INT2025_04_0323,AI,67,TRUE
INT2025_04_0326,Human,480,FALSE
INT2025_04_0327,AI,24,TRUE
INT2025_04_0329,AI,45,TRUE
INT2025_04_0330,Human,390,TRUE
INT2025_04_0332,AI,30,TRUE
INT2025_04_0333,Human,330,TRUE
INT2025_04_0335,AI,52,TRUE
INT2025_04_0336,AI,70,TRUE
INT2025_04_0339,Human,520,FALSE
INT2025_04_0340,AI,26,TRUE
INT2025_04_0342,Human,360,TRUE
INT2025_04_0344,AI,48,TRUE
INT2025_04_0345,AI,72,TRUE
INT2025_04_0348,Human,430,TRUE
INT2025_04_0349,AI,31,TRUE
INT2025_04_0351,Human,300,TRUE
INT2025_04_0352,AI,55,TRUE
INT2025_04_0354,AI,75,TRUE
INT2025_04_0357,Human,600,FALSE
INT2025_04_0358,AI,29,TRUE
INT2025_04_0360,Human,380,TRUE
INT2025_04_0362,AI,60,TRUE
INT2025_04_0363,AI,78,TRUE
INT2025_04_0366,Human,450,TRUE
INT2025_04_0367,AI,33,TRUE
INT2025_04_0369,Human,320,TRUE
INT2025_04_0371,AI,64,TRUE
INT2025_04_0373,AI,82,TRUE
INT2025_04_0376,Human,480,FALSE
