interaction_id,handled_by,response_time_s,resolved
INT2025_07_0134,Human,520,FALSE
INT2025_07_0135,AI,31,TRUE
INT2025_07_0137,AI,27,TRUE
INT2025_07_0139,Human,360,TRUE
INT2025_07_0141,AI,34,TRUE
INT2025_07_0142,AI,58,TRUE
INT2025_07_0145,Human,520,FALSE
INT2025_07_0146,AI,29,TRUE
INT2025_07_0149,AI,45,TRUE
INT2025_07_0150,Human,430,TRUE
INT2025_07_0153,AI,31,TRUE
INT2025_07_0155,Human,380,TRUE
INT2025_07_0157,AI,38,TRUE
INT2025_07_0158,AI,66,TRUE
INT2025_07_0161,Human,600,FALSE
INT2025_07_0162,AI,26,TRUE
INT2025_07_0164,Human,360,TRUE
INT2025_07_0166,AI,42,TRUE
INT2025_07_0167,AI,70,TRUE
INT2025_07_0170,Human,480,FALSE
INT2025_07_0171,AI,30,TRUE
INT2025_07_0173,Human,330,TRUE
INT2025_07_0175,AI,36,TRUE
INT2025_07_0176,AI,62,TRUE
INT2025_07_0179,Human,450,TRUE
INT2025_07_0180,AI,28,TRUE
INT2025_07_0182,Human,320,TRUE
INT2025_07_0184,AI,40,TRUE
INT2025_07_0185,AI,72,TRUE
INT2025_07_0188,Human,520,FALSE
INT2025_07_0189,AI,29,TRUE
INT2025_07_0191,Human,380,TRUE
INT2025_07_0193,AI,35,TRUE
INT2025_07_0194,AI,64,TRUE
INT2025_07_0197,Human,430,TRUE
INT2025_07_0198,AI,27,TRUE
INT2025_07_0200,Human,330,TRUE
INT2025_07_0202,AI,41,TRUE
INT2025_07_0203,AI,74,TRUE
INT2025_07_0206,Human,600,FALSE
INT2025_07_0207,AI,31,TRUE
INT2025_07_0209,Human,360,TRUE
INT2025_07_0211,AI,37,TRUE
INT2025_07_0212,AI,68,TRUE
INT2025_07_0215,Human,450,TRUE
INT2025_07_0216,AI,29,TRUE
INT2025_07_0218,Human,320,TRUE
INT2025_07_0220,AI,43,TRUE
INT2025_07_0221,AI,76,TRUE
INT2025_07_0224,Human,520,FALSE
INT2025_07_0225,AI,32,TRUE
INT2025_07_0227,Human,380,TRUE
INT2025_07_0229,AI,38,TRUE
INT2025_07_0230,AI,66,TRUE
INT2025_07_0233,Human,430,TRUE
INT2025_07_0234,AI,30,TRUE
INT2025_07_0236,Human,330,TRUE
INT2025_07_0238,AI,44,TRUE
INT2025_07_0239,AI,78,TRUE
INT2025_07_0242,Human,600,FALSE
INT2025_07_0243,AI,33,TRUE
INT2025_07_0245,Human,360,TRUE
INT2025_07_0247,AI,39,TRUE
INT2025_07_0248,AI,70,TRUE
INT2025_07_0251,Human,450,TRUE
INT2025_07_0252,AI,31,TRUE
INT2025_07_0254,Human,320,TRUE
INT2025_07_0256,AI,45,TRUE
INT2025_07_0257,AI,80,TRUE
INT2025_07_0260,Human,520,FALSE
INT2025_07_0261,AI,34,TRUE
INT2025_07_0263,Human,380,TRUE
INT2025_07_0265,AI,40,TRUE
INT2025_07_0266,AI,72,TRUE
INT2025_07_0269,Human,430,TRUE
INT2025_07_0270,AI,28,TRUE
INT2025_07_0272,AI,30,TRUE
INT2025_07_0274,Human,380,TRUE
INT2025_07_0276,AI,42,TRUE
INT2025_07_0277,AI,74,TRUE
INT2025_07_0280,Human,520,FALSE
INT2025_07_0281,AI,33,TRUE
INT2025_07_0283,Human,360,TRUE
INT2025_07_0285,AI,39,TRUE
INT2025_07_0286,AI,68,TRUE
INT2025_07_0289,Human,600,FALSE
INT2025_07_0290,AI,31,TRUE
INT2025_07_0292,Human,380,TRUE
INT2025_07_0294,AI,45,TRUE
INT2025_07_0295,AI,76,TRUE
INT2025_07_0298,Human,450,TRUE
INT2025_07_0299,AI,34,TRUE
INT2025_07_0301,Human,330,TRUE
INT2025_07_0303,AI,40,TRUE
INT2025_07_0304,AI,70,TRUE
INT2025_07_0307,Human,520,FALSE
INT2025_07_0308,AI,32,TRUE
INT2025_07_0310,Human,360,TRUE
INT2025_07_0312,AI,46,TRUE
INT2025_07_0313,AI,78,TRUE
INT2025_07_0316,Human,430,TRUE
INT2025_07_0317,AI,35,TRUE
INT2025_07_0319,Human,320,TRUE
INT2025_07_0321,AI,41,TRUE
INT2025_07_0322,AI,72,TRUE
INT2025_07_0325,Human,600,FALSE
INT2025_07_0326,AI,33,TRUE
INT2025_07_0328,Human,380,TRUE
INT2025_07_0330,AI,47,TRUE
INT2025_07_0331,AI,80,TRUE
INT2025_07_0334,Human,450,TRUE
INT2025_07_0335,AI,36,TRUE
INT2025_07_0337,Human,330,TRUE
INT2025_07_0339,AI,42,TRUE
INT2025_07_0340,AI,74,TRUE
INT2025_07_0343,Human,520,FALSE
INT2025_07_0344,AI,34,TRUE
INT2025_07_0346,Human,360,TRUE
INT2025_07_0348,AI,48,TRUE
INT2025_07_0349,AI,76,TRUE
INT2025_07_0352,Human,430,TRUE
INT2025_07_0353,AI,37,TRUE
INT2025_07_0355,Human,320,TRUE
INT2025_07_0357,AI,43,TRUE
INT2025_07_0358,AI,78,TRUE
INT2025_07_0361,Human,600,FALSE
INT2025_07_0362,AI,35,TRUE
INT2025_07_0364,Human,380,TRUE
INT2025_07_0366,AI,49,TRUE
INT2025_07_0367,AI,82,TRUE
INT2025_07_0370,Human,450,TRUE
INT2025_07_0371,AI,38,TRUE
INT2025_07_0373,Human,330,TRUE
INT2025_07_0375,AI,44,TRUE
INT2025_07_0376,AI,80,TRUE
INT2025_07_0379,Human,520,FALSE
INT2025_07_0380,AI,36,TRUE
INT2025_07_0382,Human,360,TRUE
INT2025_07_0384,AI,50,TRUE
INT2025_07_0385,AI,84,TRUE
INT2025_07_0388,Human,430,TRUE
INT2025_07_0389,AI,39,TRUE
INT2025_07_0391,Human,320,TRUE
INT2025_07_0393,AI,45,TRUE
INT2025_07_0394,AI,86,TRUE
INT2025_07_0397,Human,600,FALSE
INT2025_07_0398,AI,37,TRUE
INT2025_07_0400,Human,380,TRUE
INT2025_07_0402,AI,52,TRUE
INT2025_07_0403,AI,88,TRUE
INT2025_07_0406,Human,450,TRUE
INT2025_07_0407,AI,40,TRUE
INT2025_07_0409,Human,330,TRUE
INT2025_07_0410,AI,46,TRUE
INT2025_07_0412,AI,42,TRUE
INT2025_07_0414,Human,380,TRUE
INT2025_07_0416,AI,55,TRUE
INT2025_07_0417,AI,90,TRUE
INT2025_07_0420,Human,600,FALSE
INT2025_07_0421,AI,39,TRUE
INT2025_07_0423,Human,360,TRUE
INT2025_07_0425,AI,48,TRUE
INT2025_07_0426,AI,82,TRUE
INT2025_07_0429,Human,520,FALSE
INT2025_07_0430,AI,41,TRUE
INT2025_07_0432,Human,380,TRUE
INT2025_07_0434,AI,57,TRUE
INT2025_07_0435,AI,88,TRUE
INT2025_07_0438,Human,450,TRUE
INT2025_07_0439,AI,44,TRUE
INT2025_07_0441,Human,330,TRUE
INT2025_07_0443,AI,50,TRUE
INT2025_07_0444,AI,92,TRUE
INT2025_07_0447,Human,600,FALSE
INT2025_07_0448,AI,46,TRUE
INT2025_07_0450,Human,360,TRUE
INT2025_07_0452,AI,60,TRUE
INT2025_07_0453,AI,94,TRUE
INT2025_07_0456,Human,430,TRUE
INT2025_07_0457,AI,43,TRUE
INT2025_07_0459,Human,320,TRUE
INT2025_07_0461,AI,52,TRUE
INT2025_07_0462,AI,86,TRUE
INT2025_07_0465,Human,520,FALSE
INT2025_07_0466,AI,40,TRUE
INT2025_07_0468,Human,380,TRUE
INT2025_07_0470,AI,58,TRUE
INT2025_07_0471,AI,90,TRUE
INT2025_07_0474,Human,450,TRUE
INT2025_07_0475,AI,45,TRUE
INT2025_07_0477,Human,330,TRUE
INT2025_07_0479,AI,55,TRUE
INT2025_07_0480,AI,98,TRUE
INT2025_07_0483,Human,600,FALSE
INT2025_07_0484,AI,47,TRUE
INT2025_07_0486,Human,360,TRUE
INT2025_07_0488,AI,62,TRUE
INT2025_07_0489,AI,96,TRUE
INT2025_07_0492,Human,430,TRUE
INT2025_07_0493,AI,49,TRUE
INT2025_07_0495,Human,320,TRUE
INT2025_07_0497,AI,57,TRUE
INT2025_07_0498,AI,100,TRUE
INT2025_07_0501,Human,520,FALSE
INT2025_07_0502,AI,44,TRUE
INT2025_07_0504,Human,380,TRUE
INT2025_07_0506,AI,60,TRUE
INT2025_07_0507,AI,92,TRUE
INT2025_07_0510,Human,450,TRUE
INT2025_07_0511,AI,46,TRUE
INT2025_07_0513,Human,330,TRUE
INT2025_07_0515,AI,58,TRUE
INT2025_07_0516,AI,88,TRUE
INT2025_07_0519,Human,600,FALSE
INT2025_07_0520,AI,42,TRUE
INT2025_07_0522,Human,360,TRUE
INT2025_07_0524,AI,64,TRUE
INT2025_07_0525,AI,94,TRUE
INT2025_07_0528,Human,430,TRUE
INT2025_07_0529,AI,48,TRUE
INT2025_07_0531,Human,320,TRUE
INT2025_07_0533,AI,66,TRUE
INT2025_07_0534,AI,98,TRUE
INT2025_07_0537,Human,520,FALSE
INT2025_07_0538,AI,45,TRUE
INT2025_07_0540,Human,380,TRUE
INT2025_07_0542,AI,68,TRUE
INT2025_07_0543,AI,96,TRUE
INT2025_07_0546,Human,450,TRUE
INT2025_07_0547,AI,50,TRUE
INT2025_07_0549,Human,330,TRUE
INT2025_07_0551,AI,70,TRUE
INT2025_07_0552,AI,100,TRUE
INT2025_07_0555,Human,600,FALSE
INT2025_07_0556,AI,47,TRUE
INT2025_07_0558,Human,360,TRUE
INT2025_07_0560,AI,72,TRUE
INT2025_07_0561,AI,98,TRUE
INT2025_07_0564,Human,430,TRUE
INT2025_07_0565,AI,52,TRUE
INT2025_07_0567,AI,48,TRUE
INT2025_07_0569,Human,380,TRUE
INT2025_07_0571,AI,60,TRUE
INT2025_07_0572,AI,96,TRUE
INT2025_07_0575,Human,520,FALSE
INT2025_07_0576,AI,44,TRUE
INT2025_07_0578,Human,360,TRUE
INT2025_07_0580,AI,68,TRUE
INT2025_07_0581,AI,92,TRUE
INT2025_07_0584,Human,450,TRUE
INT2025_07_0585,AI,50,TRUE
INT2025_07_0587,Human,330,TRUE
INT2025_07_0589,AI,72,TRUE
INT2025_07_0590,AI,100,TRUE
INT2025_07_0593,Human,600,FALSE
INT2025_07_0594,AI,46,TRUE
INT2025_07_0596,Human,380,TRUE
INT2025_07_0598,AI,64,TRUE
INT2025_07_0599,AI,98,TRUE
INT2025_07_0602,Human,430,TRUE
INT2025_07_0603,AI,52,TRUE
INT2025_07_0605,Human,320,TRUE
INT2025_07_0607,AI,70,TRUE
INT2025_07_0608,AI,94,TRUE
INT2025_07_0611,Human,520,FALSE
INT2025_07_0612,AI,47,TRUE
INT2025_07_0614,Human,360,TRUE
INT2025_07_0616,AI,76,TRUE
INT2025_07_0617,AI,102,TRUE
INT2025_07_0620,Human,450,TRUE
INT2025_07_0621,AI,54,TRUE
INT2025_07_0623,Human,330,TRUE
INT2025_07_0625,AI,78,TRUE
INT2025_07_0626,AI,96,TRUE
INT2025_07_0629,Human,600,FALSE
INT2025_07_0630,AI,49,TRUE
INT2025_07_0632,Human,380,TRUE
INT2025_07_0634,AI,66,TRUE
INT2025_07_0635,AI,100,TRUE
INT2025_07_0638,Human,430,TRUE
INT2025_07_0639,AI,55,TRUE
INT2025_07_0641,Human,320,TRUE
INT2025_07_0643,AI,74,TRUE
