interaction_id,handled_by,response_time_s,resolved
INT2025_05_0100,AI,25,TRUE
INT2025_05_0101,Human,380,TRUE
INT2025_05_0103,AI,30,TRUE
INT2025_05_0104,AI,49,TRUE
INT2025_05_0105,Human,430,TRUE
INT2025_05_0107,AI,21,TRUE
INT2025_05_0108,Human,320,TRUE
INT2025_05_0109,AI,17,TRUE
INT2025_05_0111,AI,66,TRUE
INT2025_05_0112,Human,480,FALSE
INT2025_05_0113,AI,26,TRUE
INT2025_05_0115,Human,360,TRUE
INT2025_05_0116,AI,31,TRUE
INT2025_05_0117,AI,52,TRUE
INT2025_05_0119,Human,450,TRUE
INT2025_05_0120,AI,22,TRUE
INT2025_05_0122,Human,300,TRUE
INT2025_05_0123,AI,18,TRUE
INT2025_05_0125,AI,68,TRUE
INT2025_05_0126,AI,19,TRUE
INT2025_05_0128,Human,360,TRUE
INT2025_05_0129,AI,27,TRUE
INT2025_05_0131,AI,44,TRUE
INT2025_05_0132,Human,420,TRUE
INT2025_05_0134,AI,16,TRUE
INT2025_05_0135,Human,300,TRUE
INT2025_05_0136,AI,12,TRUE
INT2025_05_0138,AI,58,TRUE
INT2025_05_0139,Human,520,FALSE
INT2025_05_0140,AI,21,TRUE
INT2025_05_0142,Human,380,TRUE
INT2025_05_0143,AI,26,TRUE
INT2025_05_0144,AI,43,TRUE
INT2025_05_0146,Human,450,TRUE
INT2025_05_0147,AI,18,TRUE
INT2025_05_0149,Human,330,TRUE
INT2025_05_0150,AI,14,TRUE
INT2025_05_0152,AI,60,TRUE
INT2025_05_0153,Human,480,FALSE
INT2025_05_0154,AI,22,TRUE
INT2025_05_0156,Human,390,TRUE
INT2025_05_0157,AI,27,TRUE
INT2025_05_0158,AI,46,TRUE
INT2025_05_0160,Human,430,TRUE
INT2025_05_0161,AI,19,TRUE
INT2025_05_0163,Human,300,TRUE
INT2025_05_0164,AI,15,TRUE
INT2025_05_0166,AI,62,TRUE
INT2025_05_0167,Human,520,FALSE
INT2025_05_0168,AI,24,TRUE
INT2025_05_0170,Human,360,TRUE
INT2025_05_0171,AI,29,TRUE
INT2025_05_0172,AI,48,TRUE
INT2025_05_0174,Human,450,TRUE
INT2025_05_0175,AI,20,TRUE
INT2025_05_0177,Human,330,TRUE
INT2025_05_0178,AI,16,TRUE
INT2025_05_0180,AI,64,TRUE
INT2025_05_0181,Human,500,FALSE
INT2025_05_0182,AI,25,TRUE
INT2025_05_0184,Human,380,TRUE
INT2025_05_0185,AI,30,TRUE
INT2025_05_0186,AI,50,TRUE
INT2025_05_0188,Human,430,TRUE
INT2025_05_0189,AI,22,TRUE
INT2025_05_0191,Human,320,TRUE
INT2025_05_0192,AI,18,TRUE
INT2025_05_0194,AI,66,TRUE
INT2025_05_0195,Human,520,FALSE
INT2025_05_0196,AI,26,TRUE
INT2025_05_0198,Human,360,TRUE
INT2025_05_0199,AI,31,TRUE
INT2025_05_0200,AI,52,TRUE
INT2025_05_0202,Human,450,TRUE
INT2025_05_0203,AI,23,TRUE
INT2025_05_0205,Human,300,TRUE
INT2025_05_0206,AI,19,TRUE
INT2025_05_0208,AI,68,TRUE
INT2025_05_0209,Human,480,FALSE
INT2025_05_0210,AI,27,TRUE
INT2025_05_0212,Human,380,TRUE
INT2025_05_0213,AI,32,TRUE
INT2025_05_0214,AI,49,TRUE
INT2025_05_0216,Human,430,TRUE
INT2025_05_0217,AI,21,TRUE
INT2025_05_0219,Human,330,TRUE
INT2025_05_0220,AI,17,TRUE
INT2025_05_0222,AI,70,TRUE
INT2025_05_0223,Human,520,FALSE
INT2025_05_0224,AI,28,TRUE
INT2025_05_0226,Human,360,TRUE
INT2025_05_0227,AI,33,TRUE
INT2025_05_0228,AI,54,TRUE
INT2025_05_0230,Human,450,TRUE
INT2025_05_0231,AI,24,TRUE
INT2025_05_0233,Human,320,TRUE
INT2025_05_0234,AI,20,TRUE
INT2025_05_0235,AI,72,TRUE
INT2025_05_0236,AI,25,TRUE
INT2025_05_0238,Human,360,TRUE
INT2025_05_0239,AI,34,TRUE
INT2025_05_0241,AI,56,TRUE
INT2025_05_0242,Human,430,TRUE
INT2025_05_0244,AI,18,TRUE
INT2025_05_0245,Human,320,TRUE
INT2025_05_0246,AI,14,TRUE
INT2025_05_0248,AI,68,TRUE
INT2025_05_0249,Human,520,FALSE
INT2025_05_0250,AI,26,TRUE
INT2025_05_0252,Human,380,TRUE
INT2025_05_0253,AI,31,TRUE
INT2025_05_0254,AI,50,TRUE
INT2025_05_0256,Human,450,TRUE
INT2025_05_0257,AI,20,TRUE
INT2025_05_0259,Human,330,TRUE
INT2025_05_0260,AI,16,TRUE
INT2025_05_0262,AI,70,TRUE
INT2025_05_0263,Human,480,FALSE
INT2025_05_0264,AI,28,TRUE
INT2025_05_0266,Human,360,TRUE
INT2025_05_0267,AI,33,TRUE
INT2025_05_0268,AI,54,TRUE
INT2025_05_0270,Human,430,TRUE
INT2025_05_0271,AI,22,TRUE
INT2025_05_0273,Human,300,TRUE
INT2025_05_0274,AI,18,TRUE
INT2025_05_0276,AI,72,TRUE
INT2025_05_0277,Human,520,FALSE
INT2025_05_0278,AI,29,TRUE
INT2025_05_0280,Human,380,TRUE
INT2025_05_0281,AI,34,TRUE
INT2025_05_0282,AI,56,TRUE
INT2025_05_0284,Human,450,TRUE
INT2025_05_0285,AI,23,TRUE
INT2025_05_0287,Human,320,TRUE
INT2025_05_0288,AI,19,TRUE
INT2025_05_0290,AI,74,TRUE
INT2025_05_0291,Human,500,FALSE
INT2025_05_0292,AI,27,TRUE
INT2025_05_0294,Human,360,TRUE
INT2025_05_0295,AI,32,TRUE
INT2025_05_0296,AI,52,TRUE
INT2025_05_0298,Human,430,TRUE
INT2025_05_0299,AI,21,TRUE
INT2025_05_0301,Human,330,TRUE
INT2025_05_0302,AI,17,TRUE
INT2025_05_0304,AI,76,TRUE
INT2025_05_0305,Human,520,FALSE
INT2025_05_0306,AI,30,TRUE
INT2025_05_0308,Human,380,TRUE
INT2025_05_0309,AI,35,TRUE
INT2025_05_0310,AI,58,TRUE
INT2025_05_0312,Human,450,TRUE
INT2025_05_0313,AI,24,TRUE
INT2025_05_0315,Human,300,TRUE
INT2025_05_0316,AI,20,TRUE
INT2025_05_0318,AI,78,TRUE
INT2025_05_0319,Human,520,FALSE
INT2025_05_0320,AI,31,TRUE
INT2025_05_0322,Human,360,TRUE
INT2025_05_0323,AI,36,TRUE
INT2025_05_0324,AI,60,TRUE
INT2025_05_0326,Human,430,TRUE
INT2025_05_0327,AI,25,TRUE
INT2025_05_0329,Human,320,TRUE
INT2025_05_0330,AI,21,TRUE
INT2025_05_0332,AI,80,TRUE
INT2025_05_0333,Human,500,FALSE
INT2025_05_0334,AI,28,TRUE
INT2025_05_0335,AI,82,TRUE
INT2025_05_0337,AI,26,TRUE
INT2025_05_0339,Human,360,TRUE
INT2025_05_0340,AI,34,TRUE
INT2025_05_0342,AI,58,TRUE
INT2025_05_0343,Human,430,TRUE
INT2025_05_0345,AI,21,TRUE
INT2025_05_0346,Human,320,TRUE
INT2025_05_0348,AI,64,TRUE
INT2025_05_0349,Human,520,FALSE
INT2025_05_0350,AI,28,TRUE
INT2025_05_0352,Human,380,TRUE
INT2025_05_0353,AI,33,TRUE
INT2025_05_0354,AI,52,TRUE
INT2025_05_0356,Human,450,TRUE
INT2025_05_0357,AI,24,TRUE
INT2025_05_0359,Human,330,TRUE
INT2025_05_0360,AI,19,TRUE
INT2025_05_0362,AI,70,TRUE
INT2025_05_0363,Human,500,FALSE
INT2025_05_0364,AI,29,TRUE
INT2025_05_0366,Human,360,TRUE
INT2025_05_0367,AI,35,TRUE
INT2025_05_0368,AI,56,TRUE
INT2025_05_0370,Human,430,TRUE
INT2025_05_0371,AI,25,TRUE
INT2025_05_0373,Human,320,TRUE
INT2025_05_0374,AI,21,TRUE
INT2025_05_0376,AI,72,TRUE
INT2025_05_0377,Human,520,FALSE
INT2025_05_0378,AI,30,TRUE
INT2025_05_0380,Human,380,TRUE
INT2025_05_0381,AI,36,TRUE
INT2025_05_0382,AI,60,TRUE
INT2025_05_0384,Human,450,TRUE
INT2025_05_0385,AI,27,TRUE
INT2025_05_0387,AI,74,TRUE
INT2025_05_0389,Human,340,TRUE
