interaction_id,handled_by,response_time_s,resolved
INT2025_12_0241,Human,334.5,yes
INT2025_12_0242,AI,13.6,yes
INT2025_12_0243,AI,8.5,yes
INT2025_12_0244,Human,267.9,no
INT2025_12_0245,AI,7.9,yes
INT2025_12_0247,AI,11.6,yes
INT2025_12_0248,Human,289.6,yes
INT2025_12_0249,AI,10.1,yes
INT2025_12_0250,AI,6.5,yes
INT2025_12_0251,Human,356.9,yes
INT2025_12_0252,AI,12.8,yes
INT2025_12_0253,AI,9.1,yes
INT2025_12_0254,Human,234.6,no
INT2025_12_0255,AI,7.3,yes
INT2025_12_0256,AI,10.9,yes
INT2025_12_0258,Human,323.8,yes
INT2025_12_0259,AI,5.8,yes
INT2025_12_0260,AI,14,yes
INT2025_12_0261,Human,278.6,yes
INT2025_12_0262,AI,9.6,yes
INT2025_12_0263,AI,7.1,yes
INT2025_12_0264,Human,345.7,no
INT2025_12_0265,AI,13.1,yes
INT2025_12_0266,AI,8.8,yes
INT2025_12_0268,Human,256.8,yes
INT2025_12_0269,AI,7.7,yes
INT2025_12_0270,AI,11.4,yes
INT2025_12_0271,Human,389.4,yes
INT2025_12_0272,AI,10,yes
INT2025_12_0273,AI,6.6,yes
INT2025_12_0274,Human,301.5,no
INT2025_12_0275,AI,13.5,yes
INT2025_12_0277,AI,8.4,yes
INT2025_12_0278,Human,234.9,yes
INT2025_12_0279,AI,10.7,yes
INT2025_12_0280,AI,8,yes
INT2025_12_0281,Human,278.3,yes
INT2025_12_0282,AI,12.6,yes
INT2025_12_0283,AI,5.9,yes
INT2025_12_0284,Human,345.8,no
INT2025_12_0285,AI,9.3,yes
INT2025_12_0286,AI,6.9,yes
INT2025_12_0287,Human,323.9,yes
INT2025_12_0289,AI,12.1,yes
INT2025_12_0290,AI,8.6,yes
INT2025_12_0291,Human,267.6,yes
INT2025_12_0292,AI,7.5,yes
INT2025_12_0293,AI,13.8,yes
INT2025_12_0294,Human,289.7,no
INT2025_12_0295,AI,11.1,yes
INT2025_12_0296,AI,6.4,yes
INT2025_12_0297,Human,356.6,yes
INT2025_12_0299,AI,12.9,yes
INT2025_12_0300,AI,9.7,yes
INT2025_12_0301,Human,234.8,yes
INT2025_12_0302,AI,9,yes
INT2025_12_0303,AI,7.3,yes
INT2025_12_0304,Human,323.7,no
INT2025_12_0305,AI,6,yes
INT2025_12_0306,AI,11.8,yes
INT2025_12_0307,Human,278.9,yes
INT2025_12_0309,AI,13.3,yes
INT2025_12_0310,AI,9.5,yes
INT2025_12_0311,Human,245.9,yes
INT2025_12_0312,AI,6.8,yes
INT2025_12_0313,AI,10.6,yes
INT2025_12_0314,Human,301.8,no
INT2025_12_0315,AI,8.9,yes
INT2025_12_0316,AI,7.6,yes
INT2025_12_0318,Human,367.8,yes
INT2025_12_0319,AI,12.4,yes
INT2025_12_0320,AI,10.1,yes
INT2025_12_0321,Human,256.7,yes
INT2025_12_0322,AI,7,yes
INT2025_12_0323,AI,11.7,yes
INT2025_12_0324,Human,334.6,no
INT2025_12_0326,AI,8.3,yes
INT2025_12_0327,AI,6.1,yes
INT2025_12_0328,Human,289.5,yes
INT2025_12_0329,AI,14.2,yes
INT2025_12_0330,AI,10.8,yes
INT2025_12_0331,Human,223.9,yes
INT2025_12_0332,AI,7.8,yes
INT2025_12_0333,AI,9.4,yes
INT2025_12_0334,Human,345.7,no
INT2025_12_0335,AI,12.2,yes
INT2025_12_0337,AI,8.7,yes
INT2025_12_0338,Human,267.8,yes
INT2025_12_0339,AI,6.5,yes
INT2025_12_0340,AI,10.3,yes
INT2025_12_0341,Human,323.5,yes
INT2025_12_0342,AI,13.7,yes
INT2025_12_0343,AI,9.9,yes
INT2025_12_0344,Human,234.7,no
INT2025_12_0345,AI,7.4,yes
INT2025_12_0346,AI,11.5,yes
INT2025_12_0348,Human,301.6,yes
INT2025_12_0349,AI,8.1,yes
INT2025_12_0350,AI,6.7,yes
INT2025_12_0351,Human,378.9,yes
INT2025_12_0352,AI,12.8,yes
INT2025_12_0353,AI,10.5,yes
INT2025_12_0354,Human,256.9,no
INT2025_12_0355,AI,7.7,yes
INT2025_12_0356,AI,9.2,yes
INT2025_12_0358,Human,289.8,yes
INT2025_12_0359,AI,13.4,yes
INT2025_12_0360,AI,8.8,yes
INT2025_12_0361,Human,223.8,yes
INT2025_12_0362,AI,6.3,yes
INT2025_12_0363,AI,11.9,yes
INT2025_12_0364,Human,345.6,no
INT2025_12_0365,AI,10.7,yes
INT2025_12_0367,AI,7.9,yes
INT2025_12_0368,Human,267.7,yes
INT2025_12_0369,AI,12.5,yes
INT2025_12_0370,AI,9.6,yes
INT2025_12_0371,Human,334.8,yes
INT2025_12_0372,AI,6.9,yes
INT2025_12_0373,AI,8.5,yes
INT2025_12_0374,Human,301.7,no
INT2025_12_0376,AI,11.3,yes
INT2025_12_0377,AI,7.2,yes
INT2025_12_0378,Human,278.6,yes
INT2025_12_0379,AI,13.9,yes
INT2025_12_0380,AI,10.4,yes
INT2025_12_0381,Human,234.9,yes
INT2025_12_0382,AI,8.6,yes
INT2025_12_0383,AI,6.4,yes
INT2025_12_0385,Human,356.8,no
INT2025_12_0386,AI,12.7,yes
INT2025_12_0387,AI,9.8,yes
INT2025_12_0388,Human,245.7,yes
INT2025_12_0389,AI,7.5,yes
INT2025_12_0390,AI,11.2,yes
INT2025_12_0391,Human,323.9,yes
INT2025_12_0392,AI,10.9,yes
INT2025_12_0393,AI,6.8,yes
INT2025_12_0394,Human,289.6,no
INT2025_12_0396,AI,13.6,yes
INT2025_12_0397,AI,8.2,yes
INT2025_12_0398,Human,267.5,yes
INT2025_12_0399,AI,7.1,yes
INT2025_12_0400,AI,10,yes
INT2025_12_0401,Human,345.9,yes
INT2025_12_0402,AI,12.3,yes
INT2025_12_0403,AI,9.5,yes
INT2025_12_0404,Human,223.7,no
INT2025_12_0405,AI,6.6,yes
INT2025_12_0407,AI,11.8,yes
INT2025_12_0408,Human,301.8,yes
INT2025_12_0409,AI,8.9,yes
INT2025_12_0410,AI,7.6,yes
INT2025_12_0411,Human,334.7,yes
INT2025_12_0412,AI,13.1,yes
INT2025_12_0413,AI,10.6,yes
INT2025_12_0414,Human,256.8,no
INT2025_12_0415,AI,7.3,yes
INT2025_12_0416,AI,9.7,yes
INT2025_12_0418,Human,278.9,yes
INT2025_12_0419,AI,12.9,yes
INT2025_12_0420,AI,8.4,yes
INT2025_12_0421,Human,367.6,yes
INT2025_12_0422,AI,6.7,yes
INT2025_12_0423,AI,11.4,yes
INT2025_12_0424,Human,289.7,no
INT2025_12_0425,AI,10.2,yes
