interaction_id,handled_by,response_time_s,resolved
INT2025_08_0178,AI,32,TRUE
INT2025_08_0180,Human,320,TRUE
INT2025_08_0182,AI,40,TRUE
INT2025_08_0183,AI,74,TRUE
INT2025_08_0186,Human,520,FALSE
INT2025_08_0187,AI,30,TRUE
INT2025_08_0189,Human,360,TRUE
INT2025_08_0191,AI,46,TRUE
INT2025_08_0192,AI,78,TRUE
INT2025_08_0195,Human,450,TRUE
INT2025_08_0196,AI,33,TRUE
INT2025_08_0198,Human,330,TRUE
INT2025_08_0200,AI,42,TRUE
INT2025_08_0201,AI,80,TRUE
INT2025_08_0204,Human,520,FALSE
INT2025_08_0205,AI,31,TRUE
INT2025_08_0207,Human,380,TRUE
INT2025_08_0209,AI,48,TRUE
INT2025_08_0210,AI,82,TRUE
INT2025_08_0213,Human,430,TRUE
INT2025_08_0214,AI,34,TRUE
INT2025_08_0216,Human,320,TRUE
INT2025_08_0218,AI,44,TRUE
INT2025_08_0219,AI,76,TRUE
INT2025_08_0222,Human,520,FALSE
INT2025_08_0223,AI,32,TRUE
INT2025_08_0225,Human,360,TRUE
INT2025_08_0227,AI,46,TRUE
INT2025_08_0228,AI,78,TRUE
INT2025_08_0231,Human,430,TRUE
INT2025_08_0232,AI,35,TRUE
INT2025_08_0234,Human,330,TRUE
INT2025_08_0236,AI,50,TRUE
INT2025_08_0237,AI,84,TRUE
INT2025_08_0240,Human,520,FALSE
INT2025_08_0241,AI,33,TRUE
INT2025_08_0243,Human,380,TRUE
INT2025_08_0245,AI,48,TRUE
INT2025_08_0246,AI,80,TRUE
INT2025_08_0249,Human,450,TRUE
INT2025_08_0250,AI,36,TRUE
INT2025_08_0252,Human,320,TRUE
INT2025_08_0254,AI,44,TRUE
INT2025_08_0255,AI,82,TRUE
INT2025_08_0258,Human,520,FALSE
INT2025_08_0259,AI,34,TRUE
INT2025_08_0261,Human,360,TRUE
INT2025_08_0263,AI,50,TRUE
INT2025_08_0264,AI,86,TRUE
INT2025_08_0267,Human,430,TRUE
INT2025_08_0268,AI,37,TRUE
INT2025_08_0270,Human,330,TRUE
INT2025_08_0272,AI,46,TRUE
INT2025_08_0273,AI,88,TRUE
INT2025_08_0276,Human,520,FALSE
INT2025_08_0277,AI,35,TRUE
INT2025_08_0279,Human,380,TRUE
INT2025_08_0281,AI,52,TRUE
INT2025_08_0282,AI,90,TRUE
INT2025_08_0285,Human,450,TRUE
INT2025_08_0287,AI,34,TRUE
INT2025_08_0289,Human,360,TRUE
INT2025_08_0291,AI,48,TRUE
INT2025_08_0292,AI,82,TRUE
INT2025_08_0295,Human,520,FALSE
INT2025_08_0296,AI,36,TRUE
INT2025_08_0298,Human,380,TRUE
INT2025_08_0300,AI,52,TRUE
INT2025_08_0301,AI,88,TRUE
INT2025_08_0304,Human,450,TRUE
INT2025_08_0305,AI,38,TRUE
INT2025_08_0307,Human,330,TRUE
INT2025_08_0309,AI,46,TRUE
INT2025_08_0310,AI,84,TRUE
INT2025_08_0313,Human,520,FALSE
INT2025_08_0314,AI,35,TRUE
INT2025_08_0316,Human,360,TRUE
INT2025_08_0318,AI,50,TRUE
INT2025_08_0319,AI,90,TRUE
INT2025_08_0322,Human,430,TRUE
INT2025_08_0323,AI,40,TRUE
INT2025_08_0325,Human,320,TRUE
INT2025_08_0327,AI,48,TRUE
INT2025_08_0328,AI,86,TRUE
INT2025_08_0331,Human,520,FALSE
INT2025_08_0332,AI,37,TRUE
INT2025_08_0334,Human,380,TRUE
INT2025_08_0336,AI,54,TRUE
INT2025_08_0337,AI,92,TRUE
INT2025_08_0340,Human,450,TRUE
INT2025_08_0341,AI,39,TRUE
INT2025_08_0343,Human,330,TRUE
INT2025_08_0345,AI,50,TRUE
INT2025_08_0346,AI,88,TRUE
INT2025_08_0349,Human,520,FALSE
INT2025_08_0350,AI,36,TRUE
INT2025_08_0352,Human,360,TRUE
INT2025_08_0354,AI,56,TRUE
INT2025_08_0355,AI,94,TRUE
INT2025_08_0358,Human,430,TRUE
INT2025_08_0359,AI,41,TRUE
INT2025_08_0361,Human,320,TRUE
INT2025_08_0363,AI,52,TRUE
INT2025_08_0364,AI,90,TRUE
INT2025_08_0367,Human,520,FALSE
INT2025_08_0368,AI,38,TRUE
INT2025_08_0370,Human,380,TRUE
INT2025_08_0372,AI,58,TRUE
INT2025_08_0373,AI,96,TRUE
INT2025_08_0376,Human,450,TRUE
INT2025_08_0377,AI,43,TRUE
INT2025_08_0379,Human,330,TRUE
INT2025_08_0381,AI,54,TRUE
INT2025_08_0382,AI,92,TRUE
INT2025_08_0385,Human,520,FALSE
INT2025_08_0386,AI,40,TRUE
INT2025_08_0388,Human,360,TRUE
INT2025_08_0390,AI,60,TRUE
INT2025_08_0391,AI,98,TRUE
INT2025_08_0394,Human,430,TRUE
INT2025_08_0395,AI,45,TRUE
INT2025_08_0397,Human,320,TRUE
INT2025_08_0399,AI,56,TRUE
INT2025_08_0400,AI,94,TRUE
INT2025_08_0403,Human,520,FALSE
INT2025_08_0404,AI,42,TRUE
INT2025_08_0406,Human,380,TRUE
INT2025_08_0408,AI,62,TRUE
INT2025_08_0409,AI,100,TRUE
INT2025_08_0412,Human,450,TRUE
INT2025_08_0413,AI,47,TRUE
INT2025_08_0415,Human,330,TRUE
INT2025_08_0417,AI,58,TRUE
INT2025_08_0418,AI,96,TRUE
INT2025_08_0421,Human,520,FALSE
INT2025_08_0422,AI,44,TRUE
INT2025_08_0424,Human,380,TRUE
INT2025_08_0426,AI,64,TRUE
INT2025_08_0427,AI,102,TRUE
INT2025_08_0428,Human,450,TRUE
INT2025_08_0430,AI,46,TRUE
INT2025_08_0432,Human,360,TRUE
INT2025_08_0434,AI,60,TRUE
INT2025_08_0435,AI,96,TRUE
INT2025_08_0438,Human,520,FALSE
INT2025_08_0439,AI,48,TRUE
INT2025_08_0441,Human,380,TRUE
INT2025_08_0443,AI,64,TRUE
INT2025_08_0444,AI,98,TRUE
INT2025_08_0447,Human,450,TRUE
INT2025_08_0448,AI,50,TRUE
INT2025_08_0450,Human,330,TRUE
INT2025_08_0452,AI,70,TRUE
INT2025_08_0453,AI,100,TRUE
INT2025_08_0456,Human,520,FALSE
INT2025_08_0457,AI,47,TRUE
INT2025_08_0459,Human,360,TRUE
INT2025_08_0461,AI,68,TRUE
INT2025_08_0462,AI,96,TRUE
INT2025_08_0465,Human,430,TRUE
INT2025_08_0466,AI,52,TRUE
INT2025_08_0468,Human,320,TRUE
INT2025_08_0470,AI,72,TRUE
INT2025_08_0471,AI,98,TRUE
INT2025_08_0474,Human,520,FALSE
INT2025_08_0475,AI,49,TRUE
INT2025_08_0477,Human,380,TRUE
INT2025_08_0479,AI,70,TRUE
INT2025_08_0480,AI,100,TRUE
INT2025_08_0483,Human,450,TRUE
INT2025_08_0484,AI,54,TRUE
INT2025_08_0486,Human,330,TRUE
INT2025_08_0488,AI,74,TRUE
INT2025_08_0489,AI,102,TRUE
INT2025_08_0492,Human,520,FALSE
INT2025_08_0493,AI,50,TRUE
INT2025_08_0495,Human,360,TRUE
INT2025_08_0497,AI,72,TRUE
INT2025_08_0498,AI,98,TRUE
INT2025_08_0501,Human,430,TRUE
INT2025_08_0502,AI,55,TRUE
INT2025_08_0504,Human,320,TRUE
INT2025_08_0506,AI,76,TRUE
INT2025_08_0507,AI,100,TRUE
INT2025_08_0510,Human,520,FALSE
INT2025_08_0511,AI,52,TRUE
INT2025_08_0513,Human,380,TRUE
INT2025_08_0515,AI,78,TRUE
INT2025_08_0516,AI,104,TRUE
INT2025_08_0519,Human,450,TRUE
INT2025_08_0520,AI,56,TRUE
INT2025_08_0522,Human,330,TRUE
INT2025_08_0524,AI,80,TRUE
INT2025_08_0525,AI,102,TRUE
INT2025_08_0528,Human,520,FALSE
INT2025_08_0529,AI,54,TRUE
INT2025_08_0531,Human,360,TRUE
INT2025_08_0533,AI,78,TRUE
INT2025_08_0534,AI,100,TRUE
INT2025_08_0537,Human,430,TRUE
INT2025_08_0538,AI,58,TRUE
INT2025_08_0540,Human,320,TRUE
INT2025_08_0542,AI,82,TRUE
INT2025_08_0543,AI,104,TRUE
INT2025_08_0546,Human,520,FALSE
INT2025_08_0547,AI,56,TRUE
INT2025_08_0548,AI,84,TRUE
